gene,RF_importance,GB_importance,L1_importance,ensemble_score,ml_rank
STIL,0.004050000000000001,0.0,0.0,0.07839109538636709,65
ACVRL1,0.004044353318250376,0.0,0.0,0.07828179919682357,66
GNG11,0.00404246080716669,0.0,0.0,0.0782451680815443,67
MTURN,0.004038633978685447,0.0,0.0,0.07817109665524791,68
TAL1,0.003943661971830986,0.0,0.0,0.07633283501367685,69
SH2D3C,0.00393271903770257,0.0,0.0,0.07612102548452442,70
FHL5,0.003930306857243219,0.0,0.0,0.07607433573922118,71
CAV1,0.003930306857243219,0.0,0.0,0.07607433573922118,72
RADIL,0.003923236898142026,0.0,0.0,0.07593749084088061,73
RASIP1,0.003910345188011183,0.0,0.0,0.07568796114247066,74
ANKRD29,0.003902472909141429,0.0,0.0,0.07553558668227633,75
EMCN,0.0038910970752705477,0.0,0.0,0.07531539802102406,76
HHIP,0.003858024691358024,0.0,0.0,0.07467525471190278,77
FGFR4,0.0038269794721407626,0.0,0.0,0.07407434884993958,78
TNS1,0.0037962107999042444,0.0,0.0,0.07347879578322233,79
PAFAH1B3,0.0037959091450818373,0.0,0.0,0.07347295700496133,80
RXFP1,0.003795909145081837,0.0,0.0,0.07347295700496133,81
RGS17,0.0037732599072006216,0.0,0.0,0.07303456229701692,82
WISP2,0.003772321428571429,0.0,0.0,0.07301639726794554,83
COL6A6,0.003770754113904989,0.0,0.0,0.07298606059794124,84
ETV4,0.0037685531623240193,0.0,0.0,0.07294345936205864,85
ANO6,0.0037622212346477054,0.0,0.0,0.07282089967157629,86
MNX1,0.003754929281245071,0.0,0.0,0.07267975789015929,87
GPM6A,0.003753246753246753,0.0,0.0,0.07264719117094784,88
RASSF2,0.0037438923465859496,0.0,0.0,0.0724661289030886,89
FENDRR,0.0037019230769230766,0.0,0.0,0.07165377902125195,90
RGCC,0.0036656502563065414,0.0,0.0,0.07095168861609556,91
GPM6B,0.0036391309093795894,0.0,0.0,0.07043838475077831,92
PECAM1,0.0036294922827430566,0.0,0.0,0.07025182117051706,93
TPBG,0.0036222535551681174,0.0,0.0,0.07011170961896078,94
FAM65A,0.0036222535551681174,0.0,0.0,0.07011170961896078,95
ZNF331,0.0036215538847117795,0.0,0.0,0.07009816691933565,96
DAP,0.003621553884711779,0.0,0.0,0.07009816691933564,97
SLC1A4,0.003613503751041956,0.0,0.0,0.06994234993257413,98
MAFF,0.0036129296736377103,0.0,0.0,0.06993123819021478,99
PSMB2,0.0036127959781189992,0.0,0.0,0.06992865040301477,100
