,gene,log2FC,pvalue,adj_pvalue,regulation,test_type,mean_tumor,mean_normal,neg_log10_pval,mechanistic_note
RAB2B,RAB2B,-0.12971963941535147,0.5811492307584106,0.6930395351142065,Not Significant,paired_ttest,3.4471991725301456,3.576918811945497,0.15924198993047944,Not Significant
ZNF486,ZNF486,-0.12399699826779997,0.5815078648997554,0.6934123682060201,Not Significant,paired_ttest,2.1166584720799264,2.2406554703477264,0.15900841621910752,Not Significant
GLRB,GLRB,-0.09251562904338773,0.5819544995342548,0.6938442731556473,Not Significant,paired_ttest,1.1160342702755142,1.2085498993189019,0.15873799193451912,Not Significant
VASH2,VASH2,-0.14301424618038983,0.581962114224805,0.6938442731556473,Not Significant,paired_ttest,5.525633613556644,5.668647859737034,0.15873799193451912,Not Significant
WHAMM,WHAMM,-0.10340988486902392,0.5821358857433494,0.6939965691496707,Not Significant,paired_ttest,2.7943944751385144,2.8978043600075383,0.15864267652360223,Not Significant
MYB,MYB,-0.20499962558474616,0.5822692017828205,0.6941006156462245,Not Significant,paired_ttest,3.2644306802682044,3.4694303058529505,0.15857757039141743,Not Significant
HNRNPD,HNRNPD,0.12653127287146937,0.5823566554911872,0.6941499792999002,Not Significant,paired_ttest,5.949529422576789,5.822998149705319,0.158546684955481,Not Significant
HEY1,HEY1,0.11650008423612634,0.5824701136555341,0.6942303291541492,Not Significant,paired_ttest,2.393256514892937,2.2767564306568104,0.1584964170308374,Not Significant
UBA2,UBA2,0.21553326204539047,0.5825267239574561,0.6942429162357793,Not Significant,paired_ttest,4.5914896529054205,4.37595639086003,0.15848854291426578,Not Significant
CATSPERD,CATSPERD,-0.12702162990561072,0.58266573001466,0.6942532220701247,Not Significant,paired_ttest,0.703964312270917,0.8309859421765278,0.1584820959867386,Not Significant
CAMTA1,CAMTA1,-0.1392524507954831,0.5827195723053434,0.6942532220701247,Not Significant,paired_ttest,3.799802433990575,3.9390548847860583,0.1584820959867386,Not Significant
CYCS,CYCS,0.10908036014292843,0.5826822220946372,0.6942532220701247,Not Significant,paired_ttest,4.2178379921239095,4.108757631980981,0.1584820959867386,Not Significant
SLC3A1,SLC3A1,-0.13608976889703905,0.5826923595735313,0.6942532220701247,Not Significant,paired_ttest,2.423368331159653,2.559458100056692,0.1584820959867386,Not Significant
TRAPPC6B,TRAPPC6B,-0.13567975787384423,0.582866982192248,0.6943739726219147,Not Significant,paired_ttest,2.7619572412679427,2.897636999141787,0.15840656628566147,Not Significant
YBX2,YBX2,0.17029002580047026,0.5830990441167472,0.6945955427547472,Not Significant,paired_ttest,2.476112140863065,2.3058221150625946,0.15826800790004583,Not Significant
SEMA5B,SEMA5B,0.17655709377466056,0.5832650660000549,0.6947384162927097,Not Significant,paired_ttest,1.9593256161952346,1.782768522420574,0.15817868569070692,Not Significant
RTN2,RTN2,-0.19860276560975532,0.5838849808271139,0.6952904102521629,Not Significant,paired_ttest,2.9691736856108006,3.167776451220556,0.1578337605515187,Not Significant
ZNF257,ZNF257,-0.0620030821270392,0.5839129665828227,0.6952904102521629,Not Significant,paired_ttest,2.2280559475751507,2.29005902970219,0.1578337605515187,Not Significant
PYGL,PYGL,-0.13202702432973767,0.5838642974630495,0.6952904102521629,Not Significant,paired_ttest,3.809704536689495,3.9417315610192327,0.1578337605515187,Not Significant
ITCH,ITCH,0.1224466335249299,0.583862272163581,0.6952904102521629,Not Significant,paired_ttest,3.9039389169916254,3.7814922834666955,0.1578337605515187,Not Significant
INIP,INIP,-0.11019935206860554,0.5843682155902954,0.6957775405338251,Not Significant,paired_ttest,3.3331745424364265,3.443373894505032,0.15752959424271676,Not Significant
KRTAP3-1,KRTAP3-1,-0.10480573344231775,0.5847050197542812,0.6961235787582362,Not Significant,paired_ttest,0.3301448974440453,0.43495063088636304,0.1573136557792692,Not Significant
FBXW11,FBXW11,-0.1272706531551493,0.5849203597457141,0.6962699836973064,Not Significant,paired_ttest,3.5992413330246738,3.726511986179823,0.15722232692066146,Not Significant
SOAT1,SOAT1,0.20451728231541377,0.5849039077564856,0.6962699836973064,Not Significant,paired_ttest,3.213183089390925,3.008665807075511,0.15722232692066146,Not Significant
ERLIN1,ERLIN1,0.10134824620303062,0.5850503860251126,0.6963697789132005,Not Significant,paired_ttest,2.698689314570537,2.5973410683675064,0.1571600846770879,Not Significant
EFNA5,EFNA5,0.17384416977052553,0.5851931684828053,0.6964847405105213,Not Significant,paired_ttest,3.5358061815218487,3.361962011751323,0.15708839422160334,Not Significant
IQCJ-SCHIP1,IQCJ-SCHIP1,-0.23476246131661194,0.5854499737125907,0.6966803854835438,Not Significant,paired_ttest,3.530529480382296,3.765291941698908,0.156966416530418,Not Significant
TUBA1A,TUBA1A,0.07439999611990533,0.5854069413867455,0.6966803854835438,Not Significant,paired_ttest,6.609311453745784,6.534911457625879,0.156966416530418,Not Significant
AP1AR,AP1AR,-0.14164011063991921,0.5856971539891379,0.696919518037904,Not Significant,paired_ttest,3.1971647236822562,3.3388048343221755,0.15681737239004614,Not Significant
GDPD3,GDPD3,0.10652401193290384,0.5857945525850612,0.6969802146332575,Not Significant,paired_ttest,2.9105686123766947,2.804044600443791,0.15677955016247672,Not Significant
TNFRSF11A,TNFRSF11A,-0.08335379460449532,0.5858406261496842,0.6969802146332575,Not Significant,paired_ttest,1.9030488323293542,1.9864026269338495,0.15677955016247672,Not Significant
APOF,APOF,0.09922290458432964,0.5860851013701847,0.6972160489431787,Not Significant,paired_ttest,0.52863288423398,0.4294099796496504,0.1566326245923904,Not Significant
ADCY2,ADCY2,-0.20005775602913412,0.5861382285752373,0.6972242333912165,Not Significant,paired_ttest,2.9357533180539663,3.1358110740831004,0.1566275265460053,Not Significant
WDR92,WDR92,-0.05770997759201313,0.5862595409981068,0.697313517955618,Not Significant,paired_ttest,3.1070899866566823,3.1647999642486955,0.15657191558293995,Not Significant
LIPG,LIPG,0.1945948538926312,0.5865893524235082,0.6975957306252907,Not Significant,paired_ttest,2.0494697362614027,1.8548748823687715,0.15639618600489186,Not Significant
TNNI2,TNNI2,-0.32187583358103344,0.5865868628579375,0.6975957306252907,Not Significant,paired_ttest,2.8710170351541104,3.192892868735144,0.15639618600489186,Not Significant
AK2,AK2,0.16028917912194185,0.5868542085460687,0.697855659255445,Not Significant,paired_ttest,5.538751087139136,5.3784619080171945,0.15623439524401136,Not Significant
WDR81,WDR81,0.11245975593984525,0.5871396362944056,0.698140007632657,Not Significant,paired_ttest,4.487581365350999,4.375121609411154,0.15605747358759328,Not Significant
ZSCAN1,ZSCAN1,-0.12787630246074166,0.5873441086765833,0.6983280585495402,Not Significant,paired_ttest,0.8878480206248061,1.0157243230855477,0.1559405078251951,Not Significant
KLHDC2,KLHDC2,0.11392363165017372,0.5874046227675734,0.6983449328005629,Not Significant,paired_ttest,3.9403082816176576,3.826384649967484,0.15593001375227875,Not Significant
ZRSR2,ZRSR2,0.1233345747145771,0.5875239714264237,0.698431745247182,Not Significant,paired_ttest,2.969730011430081,2.846395436715504,0.15587602922179755,Not Significant
DPYSL4,DPYSL4,0.09294042884276044,0.5878673860740894,0.6987848862613713,Not Significant,paired_ttest,1.7384876772321383,1.6455472483893778,0.1556564967690579,Not Significant
PTGR2,PTGR2,-0.11819818401630489,0.5882675020618908,0.6991502452570016,Not Significant,paired_ttest,2.7348980310028894,2.8530962150191943,0.15542948566424866,Not Significant
EVC,EVC,-0.150742808316231,0.5882228784963048,0.6991502452570016,Not Significant,paired_ttest,4.058719704824065,4.209462513140296,0.15542948566424866,Not Significant
MAP7D1,MAP7D1,0.13516059911868705,0.5885302521553363,0.6994073846361225,Not Significant,paired_ttest,5.904639758185874,5.769479159067187,0.15526978653951667,Not Significant
MYNN,MYNN,0.09802367700571013,0.5886877992113235,0.6995164397334345,Not Significant,paired_ttest,2.2445706570133366,2.1465469800076264,0.15520207445075687,Not Significant
DNAH17,DNAH17,-0.08287045324137798,0.5887148174142887,0.6995164397334345,Not Significant,paired_ttest,2.8479740460516565,2.9308444992930345,0.15520207445075687,Not Significant
RELL1,RELL1,-0.19412065075572782,0.5888278720675963,0.699595633957844,Not Significant,paired_ttest,3.42398412612823,3.618104776883958,0.1551529095334595,Not Significant
RNF146,RNF146,-0.17115462335143405,0.5889047677007028,0.6996318579870603,Not Significant,paired_ttest,3.289560534251982,3.460715157603416,0.15513042298842658,Not Significant
MED17,MED17,-0.08376762339388932,0.5891069752316418,0.6998169378766237,Not Significant,paired_ttest,5.402037102183192,5.485804725577081,0.1550155503679279,Not Significant
CATSPER1,CATSPER1,-0.09207986796125511,0.5895587091821721,0.7002983847802101,Not Significant,paired_ttest,0.5094224488386797,0.6015023167999348,0.15471687533964348,Not Significant
RARA,RARA,-0.1515503158574738,0.58968976182381,0.7003988693969716,Not Significant,paired_ttest,4.641440913738042,4.792991229595516,0.15465456363806715,Not Significant
RAB7L1,RAB7L1,0.15315087040889175,0.5897637533342228,0.7004188945777662,Not Significant,paired_ttest,3.7876527597017082,3.6345018892928165,0.15464214685446767,Not Significant
COPS6,COPS6,0.13100341873645505,0.58979954010777,0.7004188945777662,Not Significant,paired_ttest,5.241113835158643,5.110110416422188,0.15464214685446767,Not Significant
GPRC5B,GPRC5B,0.13153287212695197,0.5899155978282679,0.7005015400802588,Not Significant,paired_ttest,4.187995440865087,4.056462568738135,0.15459090556361296,Not Significant
DBNDD2,DBNDD2,-0.18879219385683177,0.5900283073032008,0.7005801969680283,Not Significant,paired_ttest,3.8169623894806617,4.0057545833374935,0.15454214288053092,Not Significant
TRANK1,TRANK1,0.1655112291075107,0.5900959399601814,0.7006053229516218,Not Significant,paired_ttest,3.8486509903356225,3.683139761228112,0.15452656738981524,Not Significant
AL161915.1,AL161915.1,0.13882483085538055,0.5904431923708438,0.7009624039832145,Not Significant,paired_ttest,3.280989302230376,3.1421644713749957,0.15430527473019112,Not Significant
ZNF813,ZNF813,0.10680088459294135,0.5906251195481802,0.7011231734101074,Not Significant,paired_ttest,2.1991934408291787,2.0923925562362373,0.1542056784196804,Not Significant
CLTB,CLTB,0.12528797349281007,0.5907236444728565,0.7011849196183596,Not Significant,paired_ttest,5.214633381754342,5.089345408261532,0.15416743284772227,Not Significant
PHF6,PHF6,-0.11230558713091332,0.5908627056241126,0.7012947685395309,Not Significant,paired_ttest,3.566880495842093,3.6791860829730063,0.15409940080304013,Not Significant
ALKBH1,ALKBH1,0.1255255712008685,0.591122683500521,0.7015481048928485,Not Significant,paired_ttest,2.2101127489162113,2.084587177715343,0.15394254420335818,Not Significant
LTBP1,LTBP1,0.13923364319694276,0.5912422785465087,0.7016348072549721,Not Significant,paired_ttest,4.2906912692298445,4.151457626032902,0.15388887428312156,Not Significant
RSPH3,RSPH3,-0.1133372474504366,0.5917356056221847,0.702164973660768,Not Significant,paired_ttest,2.7806071562796286,2.8939444037300652,0.153560838392812,Not Significant
AMY1C,AMY1C,0.157602077107927,0.5920947432324098,0.7025358373187321,Not Significant,paired_ttest,0.5542543431805159,0.3966522660725889,0.15333151689933006,Not Significant
UBP1,UBP1,0.10070916403123586,0.5921871359203212,0.7025901677134464,Not Significant,paired_ttest,4.67431450684856,4.5736053428173244,0.15329793216664234,Not Significant
DLX3,DLX3,0.15635864191372928,0.5926942354439236,0.7030258295478043,Not Significant,paired_ttest,1.4730281848275695,1.3166695429138402,0.15302871847376343,Not Significant
ZNF397,ZNF397,-0.11432880274254131,0.5926584326256987,0.7030258295478043,Not Significant,paired_ttest,4.733826053956639,4.84815485669918,0.15302871847376343,Not Significant
SFR1,SFR1,0.13303889137222535,0.592656333707478,0.7030258295478043,Not Significant,paired_ttest,2.2805660514191186,2.1475271600468933,0.15302871847376343,Not Significant
ATP11B,ATP11B,0.15454969241186678,0.5927714062124334,0.7030620501973602,Not Significant,paired_ttest,3.917335760548363,3.762786068136496,0.15300634372967645,Not Significant
ARF3,ARF3,0.13813678123373485,0.5931675256648478,0.7034765274483358,Not Significant,paired_ttest,5.612850552065678,5.4747137708319435,0.15275038887561948,Not Significant
KLHL6,KLHL6,-0.10783816010748959,0.5938422870806251,0.7042213733994734,Not Significant,paired_ttest,3.456865871400383,3.5647040315078726,0.15229079805511617,Not Significant
PIBF1,PIBF1,0.08913247775205901,0.5939652270034262,0.7043117635916041,Not Significant,paired_ttest,2.167454812445253,2.078322334693194,0.1522350578518033,Not Significant
UBE3D,UBE3D,0.12916368571787018,0.5945142273437497,0.7049073135221684,Not Significant,paired_ttest,2.29734399984188,2.16818031412401,0.15186798353647463,Not Significant
C17orf98,C17orf98,-0.07237494203051753,0.5947060031821354,0.7050792469309431,Not Significant,paired_ttest,0.5475662148959191,0.6199411569264366,0.15176206801479505,Not Significant
IL31RA,IL31RA,-0.11592860249783121,0.595154928209957,0.7055005266310199,Not Significant,paired_ttest,0.5610153272016198,0.676943929699451,0.15150265772414706,Not Significant
PHYKPL,PHYKPL,0.07221899374743934,0.5951099817632214,0.7055005266310199,Not Significant,paired_ttest,6.30910820297052,6.23688920922308,0.15150265772414706,Not Significant
RCN1,RCN1,0.06375699216536823,0.5956269513010767,0.7059170572965111,Not Significant,paired_ttest,5.070607255586563,5.006850263421195,0.15124632398298088,Not Significant
GGT2,GGT2,-0.09645014367535565,0.595646782028981,0.7059170572965111,Not Significant,paired_ttest,0.7027734147682472,0.7992235584436028,0.15124632398298088,Not Significant
GPHA2,GPHA2,-0.07368952532481643,0.5955960444682916,0.7059170572965111,Not Significant,paired_ttest,0.5950614622865978,0.6687509876114143,0.15124632398298088,Not Significant
CD109,CD109,0.11411523608093344,0.5957194864446622,0.7059477265869932,Not Significant,paired_ttest,2.3957272874137616,2.281612051332828,0.15122745602370546,Not Significant
SLC25A46,SLC25A46,-0.14622000305759197,0.5960229876192631,0.7062518715199253,Not Significant,paired_ttest,2.695482879834788,2.84170288289238,0.15104038831983332,Not Significant
RALYL,RALYL,-0.19232420431005365,0.5961433352338413,0.7063389596027501,Not Significant,paired_ttest,0.4783010572192437,0.6706252615292974,0.150986838667627,Not Significant
MCHR2,MCHR2,-0.10707637372571355,0.5965054084168891,0.7066568864759564,Not Significant,paired_ttest,0.20508719476821974,0.3121635684939333,0.15079140442145356,Not Significant
PPP1R3F,PPP1R3F,0.11600096953808992,0.5965028864014139,0.7066568864759564,Not Significant,paired_ttest,2.477067830293803,2.361066860755713,0.15079140442145356,Not Significant
VCAM1,VCAM1,0.09468054289114658,0.5966075084624538,0.706722306716426,Not Significant,paired_ttest,2.5186010270254227,2.423920484134276,0.15075120056165728,Not Significant
ORM1,ORM1,0.22450203255965917,0.5967236746776847,0.706799485634684,Not Significant,paired_ttest,1.4095835990562329,1.1850815664965737,0.15070377521804618,Not Significant
TLR3,TLR3,-0.10962486824140827,0.5968133093744712,0.706799485634684,Not Significant,paired_ttest,2.9760058047460474,3.0856306729874556,0.15070377521804618,Not Significant
DLX1,DLX1,-0.17361405968313093,0.596766975613433,0.706799485634684,Not Significant,paired_ttest,0.7941929270339464,0.9678069867170773,0.15070377521804618,Not Significant
PIM1,PIM1,0.20963662758172585,0.5968994009958877,0.706845917006834,Not Significant,paired_ttest,4.374033545222641,4.164396917640915,0.15067524629745335,Not Significant
CD55,CD55,-0.13958052496581974,0.5970009998753537,0.7069107032768482,Not Significant,paired_ttest,4.657004246720405,4.796584771686224,0.15063544267186985,Not Significant
SPN,SPN,0.13769271530166183,0.5974899528229444,0.7074341104813249,Not Significant,paired_ttest,3.818097550398862,3.6804048350972,0.15031400355906172,Not Significant
POLR2B,POLR2B,-0.17802619886617999,0.5978984698754816,0.7078622060501618,Not Significant,paired_ttest,3.784739540618813,3.962765739484993,0.15005127476259478,Not Significant
MPZL3,MPZL3,-0.1025366603123814,0.5983379195428864,0.7083268531628234,Not Significant,paired_ttest,3.1227232945246097,3.225259954836991,0.149766293484157,Not Significant
PFKFB3,PFKFB3,0.14378252258878277,0.5985401616979594,0.7085106373868119,Not Significant,paired_ttest,5.544015416726315,5.400232894137532,0.14965362498784868,Not Significant
ARHGEF37,ARHGEF37,-0.20252276004188685,0.5986236615381546,0.7085538448103336,Not Significant,paired_ttest,3.4070717875220917,3.6095945475639786,0.14962714101925828,Not Significant
DTX3,DTX3,-0.19517017010311477,0.5989809420674326,0.708921077296955,Not Significant,paired_ttest,3.94946168532796,4.144631855431075,0.1494021112235333,Not Significant
RPL19,RPL19,0.11984754026066291,0.5992937654265205,0.7089281802360304,Not Significant,paired_ttest,8.312937814624188,8.193090274363525,0.1493977598903723,Not Significant
HERC1,HERC1,-0.13100672755371523,0.5992206350780855,0.7089281802360304,Not Significant,paired_ttest,5.193231560452075,5.32423828800579,0.1493977598903723,Not Significant
GLTSCR1L,GLTSCR1L,-0.11629938690237118,0.5992609135250314,0.7089281802360304,Not Significant,paired_ttest,2.5899463352712715,2.7062457221736427,0.1493977598903723,Not Significant
STX4,STX4,-0.17941517778635419,0.5993161088556784,0.7089281802360304,Not Significant,paired_ttest,5.007315000699048,5.186730178485402,0.1493977598903723,Not Significant
PIGX,PIGX,-0.07987624315870123,0.5990956268096147,0.7089281802360304,Not Significant,paired_ttest,3.1981089991370286,3.27798524229573,0.1493977598903723,Not Significant
FGF13,FGF13,0.15895988035405817,0.5991750244379714,0.7089281802360304,Not Significant,paired_ttest,2.085186052003292,1.926226171649234,0.1493977598903723,Not Significant
RPL37A,RPL37A,0.17051343372549255,0.5990412255589617,0.7089281802360304,Not Significant,paired_ttest,8.525284547026036,8.354771113300544,0.1493977598903723,Not Significant
PRRX2,PRRX2,0.13484272894063354,0.5996630963521569,0.7092829782367109,Not Significant,paired_ttest,2.984861264168516,2.8500185352278824,0.14918046246441444,Not Significant
CD163L1,CD163L1,-0.25827554074788894,0.5999320348050362,0.7095454112121068,Not Significant,paired_ttest,2.476517800534471,2.73479334128236,0.14901980428301465,Not Significant
GUCY1A2,GUCY1A2,-0.12800878091000678,0.6002487154386157,0.7097529124668682,Not Significant,paired_ttest,1.6492009624180988,1.7772097433281056,0.14889281667361712,Not Significant
ANXA8L2,ANXA8L2,-0.13695941152123936,0.6002163700929772,0.7097529124668682,Not Significant,paired_ttest,2.315261721196289,2.4522211327175283,0.14889281667361712,Not Significant
SLC30A6,SLC30A6,0.10369393363555002,0.600210233757835,0.7097529124668682,Not Significant,paired_ttest,3.6366981890716206,3.5330042554360706,0.14889281667361712,Not Significant
AL359091.2,AL359091.2,-0.15332996443257185,0.6003787740675218,0.7098510232798965,Not Significant,paired_ttest,3.5240830407234105,3.6774130051559824,0.14883278727568702,Not Significant
PLCB4,PLCB4,0.22442757716125872,0.6005124450515261,0.7099533893974912,Not Significant,paired_ttest,3.301754949248082,3.0773273720868235,0.1487701631005748,Not Significant
KAT2A,KAT2A,0.17868938790174127,0.6008096927057985,0.7102491121487194,Not Significant,paired_ttest,4.771020329029068,4.592330941127327,0.14858930049718128,Not Significant
HEXA,HEXA,0.10523416915046546,0.6008913827544309,0.710262090567607,Not Significant,paired_ttest,5.447629609353456,5.34239544020299,0.1485813646840795,Not Significant
ITM2B,ITM2B,0.1604554742968327,0.6009148955419095,0.710262090567607,Not Significant,paired_ttest,6.702550099063586,6.5420946247667535,0.1485813646840795,Not Significant
MALL,MALL,-0.14356010795216934,0.6010644383509053,0.7103831508763129,Not Significant,paired_ttest,3.6002079953676636,3.743768103319833,0.14850734786039693,Not Significant
FAM162A,FAM162A,0.13697269229262599,0.6012366193965147,0.7105309456785965,Not Significant,paired_ttest,2.8166156679836347,2.6796429756910087,0.14841700254329032,Not Significant
TXNDC9,TXNDC9,0.16082165508349267,0.6013543320437598,0.7106002007153509,Not Significant,paired_ttest,2.6957383607649277,2.534916705681435,0.148374674176332,Not Significant
SLC7A14,SLC7A14,-0.13576777479148827,0.6013894906425552,0.7106002007153509,Not Significant,paired_ttest,2.785440659967233,2.921208434758721,0.148374674176332,Not Significant
TMC7,TMC7,0.09510896712120376,0.601501148379176,0.7106764351853023,Not Significant,paired_ttest,2.333547799746055,2.238438832624851,0.14832808478081788,Not Significant
MBNL1,MBNL1,0.18817947664001444,0.6017735947726697,0.7109426153744038,Not Significant,paired_ttest,6.287381824994577,6.099202348354563,0.14816545247981694,Not Significant
PPP2R3A,PPP2R3A,0.0712179604035641,0.6018758231430773,0.7110076719718722,Not Significant,paired_ttest,3.4045206740940572,3.333302713690493,0.14812571308588304,Not Significant
LAS1L,LAS1L,0.1276780753429705,0.6022817377608781,0.7114314407649454,Not Significant,paired_ttest,3.7969340444078807,3.6692559690649102,0.14786694565994357,Not Significant
LMO1,LMO1,-0.14133305077376124,0.6024959174366877,0.7116095935815019,Not Significant,paired_ttest,0.8619555969203273,1.0032886476940885,0.1477582055973553,Not Significant
PIP4K2B,PIP4K2B,0.0855252366240502,0.6025269608694529,0.7116095935815019,Not Significant,paired_ttest,3.9638341682360556,3.8783089316120054,0.1477582055973553,Not Significant
MYADML2,MYADML2,-0.13230071682317845,0.6026651025309097,0.7117169893275884,Not Significant,paired_ttest,0.6161702494109024,0.7484709662340808,0.14769266704765938,Not Significant
COL24A1,COL24A1,-0.12930637903671993,0.6027703199495789,0.7117854894305515,Not Significant,paired_ttest,1.17109692186188,1.3004033008986,0.14765086983663434,Not Significant
GAREML,GAREML,0.14106064804585383,0.6028457620330584,0.7118188211474301,Not Significant,paired_ttest,2.3684381330702933,2.2273774850244394,0.14763053303292026,Not Significant
CPPED1,CPPED1,0.10142617477896954,0.60309065595108,0.7120522146697849,Not Significant,paired_ttest,3.1020581386000114,3.000631963821042,0.14748815845372215,Not Significant
PCNP,PCNP,0.11981179821922883,0.6033988092267812,0.7123602543385241,Not Significant,paired_ttest,4.17566902797608,4.055857229756851,0.1473003197014829,Not Significant
FOLR2,FOLR2,0.11710943961653131,0.6036813277970696,0.712637984329232,Not Significant,paired_ttest,3.180659886317136,3.0635504467006047,0.14713103303055558,Not Significant
ANAPC13,ANAPC13,0.10254634416340158,0.6039269854115118,0.7128721603557745,Not Significant,paired_ttest,2.57822608912343,2.4756797449600283,0.14698834536548985,Not Significant
GBP4,GBP4,-0.10675295030068988,0.6039937977271738,0.7128952082153661,Not Significant,paired_ttest,3.0368280676177704,3.1435810179184602,0.14697430442380213,Not Significant
WAPAL,WAPAL,-0.13121247690503468,0.6041516822858505,0.7130257368202193,Not Significant,paired_ttest,3.401474476211908,3.5326869531169427,0.14689479391072077,Not Significant
GAS6,GAS6,-0.21694512289757117,0.6042564170960896,0.7130377069615409,Not Significant,paired_ttest,5.487411336548889,5.70435645944646,0.14688750311822993,Not Significant
PDHX,PDHX,0.11773493173153415,0.6042297097146906,0.7130377069615409,Not Significant,paired_ttest,5.1287935170387575,5.011058585307223,0.14688750311822993,Not Significant
SRA1,SRA1,-0.12509253713538415,0.6043499442009117,0.7130922563021793,Not Significant,paired_ttest,3.8015651156386414,3.9266576527740256,0.14685427966980302,Not Significant
WBP2NL,WBP2NL,0.1306146178486811,0.604552741069416,0.7132757179811017,Not Significant,paired_ttest,2.1412958089302423,2.010681191081561,0.1467425603986576,Not Significant
SOX2,SOX2,0.15454995881789046,0.6047569878279312,0.7133492174707683,Not Significant,paired_ttest,1.348165699609926,1.1936157407920356,0.14669781083341457,Not Significant
FXYD7,FXYD7,-0.1224276766290664,0.6046760165517877,0.7133492174707683,Not Significant,paired_ttest,1.5118969592379172,1.6343246358669836,0.14669781083341457,Not Significant
AC073657.1,AC073657.1,0.20218845283486298,0.6047317284231171,0.7133492174707683,Not Significant,paired_ttest,3.218948682150066,3.016760229315203,0.14669781083341457,Not Significant
PURA,PURA,-0.1493145885082532,0.6048153093208334,0.7133621970991147,Not Significant,paired_ttest,3.5313769933882067,3.68069158189646,0.14668990877149707,Not Significant
SPAG1,SPAG1,0.14892460305091504,0.604987996039934,0.7135100546270864,Not Significant,paired_ttest,2.032018954897341,1.883094351846426,0.14659990252369445,Not Significant
BLZF1,BLZF1,0.12073062111076194,0.6052523950035761,0.7137660440452059,Not Significant,paired_ttest,2.758678066089319,2.637947444978557,0.1464441165576708,Not Significant
AQP6,AQP6,-0.11913833791790074,0.6054915670543998,0.7139808989947893,Not Significant,paired_ttest,2.1645842285731716,2.2837225664910723,0.14631340667217899,Not Significant
CDH15,CDH15,-0.14960251325431706,0.6055293031671117,0.7139808989947893,Not Significant,paired_ttest,2.104075183368565,2.253677696622882,0.14631340667217899,Not Significant
CXCR6,CXCR6,0.1179083128717382,0.6059501793783644,0.7144212797613374,Not Significant,paired_ttest,2.483993499036988,2.36608518616525,0.14604561802588284,Not Significant
GAS8,GAS8,-0.1305013085666733,0.6060194901346525,0.7144471249038177,Not Significant,paired_ttest,4.334641520482764,4.465142829049437,0.1460299071280454,Not Significant
MCTS1,MCTS1,0.10577016164892372,0.6060779229927511,0.7144601428601701,Not Significant,paired_ttest,3.0684201295761997,2.962649967927276,0.14602199391108972,Not Significant
RP11-297N6.4,RP11-297N6.4,0.14544037404767263,0.6062325798867273,0.7145865812644489,Not Significant,paired_ttest,2.2865382863254613,2.1410979122777887,0.14594514337780037,Not Significant
SLC50A1,SLC50A1,0.1225307608615065,0.6063715790143993,0.7146386745795094,Not Significant,paired_ttest,5.55255296212343,5.430022201261924,0.14591348449241145,Not Significant
SARM1,SARM1,0.12809220903301677,0.6063263504337089,0.7146386745795094,Not Significant,paired_ttest,3.1869232500516094,3.0588310410185926,0.14591348449241145,Not Significant
NKAIN1,NKAIN1,-0.11738797443333815,0.6064826632989103,0.7146578577375623,Not Significant,paired_ttest,0.9301602164262057,1.0475481908595439,0.14590182681396616,Not Significant
ORMDL3,ORMDL3,0.13439331792506426,0.6064485738969461,0.7146578577375623,Not Significant,paired_ttest,4.959732570346635,4.82533925242157,0.14590182681396616,Not Significant
ACRBP,ACRBP,0.14212068586378934,0.6069451356255836,0.7151469218203438,Not Significant,paired_ttest,2.1399939517518534,1.997873265888064,0.14560472633735688,Not Significant
PRB2,PRB2,-0.027207049134103878,0.6072070874046009,0.7153437563266206,Not Significant,paired_ttest,1.6424794900447897,1.6696865391788935,0.14548520910908047,Not Significant
DALRD3,DALRD3,0.09442066827916085,0.6071990868257681,0.7153437563266206,Not Significant,paired_ttest,3.8633965342863235,3.7689758660071626,0.14548520910908047,Not Significant
B9D1,B9D1,-0.16168893776792048,0.6074709606723228,0.7155987031642396,Not Significant,paired_ttest,3.1457937887054634,3.307482726473384,0.14533045514927756,Not Significant
NAT8,NAT8,0.12174743539446531,0.6075516942065016,0.7156378890426766,Not Significant,paired_ttest,1.0410944405148992,0.9193470051204339,0.14530667402060793,Not Significant
ERCC5,ERCC5,-0.15339371776417243,0.6079557164055069,0.715890055497104,Not Significant,paired_ttest,3.4199131252976165,3.573306843061789,0.14515367036988716,Not Significant
LEKR1,LEKR1,-0.1026432799517607,0.6078466894231387,0.715890055497104,Not Significant,paired_ttest,1.2146501116365025,1.3172933915882632,0.14515367036988716,Not Significant
CD226,CD226,-0.1116262360886,0.6079097232361318,0.715890055497104,Not Significant,paired_ttest,1.600144616353322,1.711770852441922,0.14515367036988716,Not Significant
CRYAB,CRYAB,-0.23031458889185163,0.6079202044507048,0.715890055497104,Not Significant,paired_ttest,5.840974074088049,6.0712886629799,0.14515367036988716,Not Significant
COPRS,COPRS,0.12413902125324938,0.6081797194175905,0.7160978951842858,Not Significant,paired_ttest,2.990742040509279,2.8666030192560297,0.14502760278691007,Not Significant
MYADM,MYADM,0.18002263156053733,0.6084100038511728,0.7161674951781327,Not Significant,paired_ttest,6.536671911545143,6.356649279984605,0.14498539427793486,Not Significant
PTGER4,PTGER4,-0.17714080525937348,0.608375322221517,0.7161674951781327,Not Significant,paired_ttest,4.037999660223956,4.215140465483329,0.14498539427793486,Not Significant
