,gene,log2FC,pvalue,adj_pvalue,regulation,test_type,mean_tumor,mean_normal,neg_log10_pval,mechanistic_note
ADCK5,ADCK5,1.3325527856102095,0.0011407048980255552,0.007943310412301742,Upregulated,paired_ttest,4.0556396574547895,2.72308687184458,2.099998465561444,Transcriptional Driver
QSOX1,QSOX1,0.8636387583325469,0.0011413492225857194,0.007944127829964131,Not Significant,paired_ttest,5.742269387696422,4.878630629363875,2.099953776169097,Not Significant
RCVRN,RCVRN,-0.8707799503675857,0.0011421650070430598,0.00794613735402915,Not Significant,paired_ttest,0.2525878670733919,1.1233678174409776,2.0998439321599207,Not Significant
CTD-3193O13.9,CTD-3193O13.9,1.130294629575201,0.0011447872645444412,0.007958443923098031,Upregulated,paired_ttest,3.2800354337415665,2.1497408041663655,2.099171839507959,Transcriptional Driver
SPAG5,SPAG5,1.0060386552707619,0.001145517598376408,0.007958443923098031,Upregulated,paired_ttest,3.5921008917841,2.5860622365133383,2.099171839507959,Transcriptional Driver
AP4S1,AP4S1,-0.5932424455931811,0.0011451186937595195,0.007958443923098031,Not Significant,paired_ttest,2.5840777754720685,3.1773202210652496,2.099171839507959,Not Significant
NAV3,NAV3,-1.0801979718727486,0.0011464788105457616,0.007961453039054768,Downregulated,paired_ttest,5.2753247967038375,6.355522768576586,2.0990076622555445,Transcriptional Driver
SLC10A6,SLC10A6,-0.9691367999666769,0.0011482226591729178,0.007966224026548969,Not Significant,paired_ttest,0.8682306601328456,1.8373674600995225,2.098747484503899,Not Significant
SURF4,SURF4,1.0930092174294934,0.0011479667787653465,0.007966224026548969,Upregulated,paired_ttest,6.403980718040224,5.310971500610731,2.098747484503899,Transcriptional Driver
TTC7A,TTC7A,0.988439329931281,0.0011519498939671796,0.007988406900390616,Not Significant,paired_ttest,5.2319767342051,4.243537404273819,2.0975398218567114,Not Significant
CD300LG,CD300LG,-0.8300221010026325,0.001154264344546408,0.008000776670520298,Not Significant,paired_ttest,2.5514576244013503,3.381479725403983,2.0968678520894417,Not Significant
HIST2H2BE,HIST2H2BE,0.8962339186103927,0.0011598427141039517,0.008032057307226078,Not Significant,paired_ttest,4.888363110272424,3.9921291916620314,2.0951732015781306,Not Significant
EPB41L3,EPB41L3,-0.8778663076616979,0.0011593318350061254,0.008032057307226078,Not Significant,paired_ttest,3.4377899016671076,4.315656209328806,2.0951732015781306,Not Significant
GRAMD1C,GRAMD1C,-0.9306908623843164,0.0011641297293157828,0.008058043984924124,Not Significant,paired_ttest,1.4575152621848153,2.3882061245691317,2.0937703663398355,Not Significant
PRKAB2,PRKAB2,0.7166800968629348,0.0011649348262902743,0.008059916218977593,Not Significant,paired_ttest,2.7506830932476656,2.034002996384731,2.0936694725652356,Not Significant
PRSS12,PRSS12,-0.9568266181851668,0.0011680425292112501,0.008077710628618718,Not Significant,paired_ttest,1.089910480516153,2.04673709870132,2.092711708809642,Not Significant
MGMT,MGMT,-0.6582533617618727,0.0011695926084426818,0.00808472176289861,Not Significant,paired_ttest,3.6614074473619547,4.319660809123827,2.092334921820299,Not Significant
AC091150.1,AC091150.1,-0.7189648165908966,0.001171952830964622,0.008097323959497084,Not Significant,paired_ttest,0.4580357352144515,1.1770005518053481,2.0916584850281987,Not Significant
KLF16,KLF16,1.307300553407463,0.0011757344294728873,0.008116012938980425,Upregulated,paired_ttest,4.6815634998100535,3.3742629464025904,2.090657269262728,Transcriptional Driver
ALDH3A2,ALDH3A2,-0.8783742750794268,0.001175733463618762,0.008116012938980425,Not Significant,paired_ttest,3.957069552355505,4.835443827434932,2.090657269262728,Not Significant
HK3,HK3,0.720277611813875,0.001177591085275397,0.008124695437954632,Not Significant,paired_ttest,2.8293891707508365,2.1091115589369616,2.0901929099915244,Not Significant
SLC36A1,SLC36A1,0.7114629530064889,0.001178070060186311,0.008124695437954632,Not Significant,paired_ttest,3.4219364269093693,2.7104734739028804,2.0901929099915244,Not Significant
NUF2,NUF2,1.0294485011785615,0.001185760348937074,0.008170257322017975,Upregulated,paired_ttest,2.06731496051694,1.0378664593383784,2.087764265160042,Transcriptional Driver
CPA3,CPA3,-0.8987034492134329,0.0011852878548512715,0.008170257322017975,Not Significant,paired_ttest,1.1318488617944533,2.0305523110078862,2.087764265160042,Not Significant
MAGEF1,MAGEF1,0.9064888571499972,0.0011894794242965018,0.008192138785150325,Not Significant,paired_ttest,3.967800628710231,3.061311771560234,2.0866026988103346,Not Significant
HIBCH,HIBCH,-0.8219597169678461,0.00119698818791377,0.008236327668182563,Not Significant,paired_ttest,3.527375055451866,4.349334772419712,2.084266384048558,Not Significant
PCK1,PCK1,-1.3130756153734269,0.0011967476333800593,0.008236327668182563,Downregulated,paired_ttest,0.8043116383050083,2.117387253678435,2.084266384048558,Transcriptional Driver
KCTD9,KCTD9,-0.6644053943249539,0.001197843849835941,0.008238455237284056,Not Significant,paired_ttest,3.97973400143322,4.644139395758174,2.084154213644725,Not Significant
DCT,DCT,-1.0912049070175582,0.0012003168338250835,0.008251699309962134,Downregulated,paired_ttest,0.37435542474194056,1.4655603317594987,2.0834566060022643,Transcriptional Driver
AP000769.1,AP000769.1,0.7535663047177303,0.0012009645627133088,0.008252389128288897,Not Significant,paired_ttest,1.4392853145366236,0.6857190098188932,2.0834203017502455,Not Significant
ALS2CL,ALS2CL,-1.0355647394993976,0.0012029944723494915,0.008262571601430948,Downregulated,paired_ttest,3.444423292684199,4.479988032183597,2.0828847639999046,Transcriptional Driver
GSK3A,GSK3A,0.7301772281691283,0.0012053189232947086,0.008274766888702654,Not Significant,paired_ttest,4.802223935207479,4.072046707038351,2.082244232038783,Not Significant
AASS,AASS,-1.1011425029355801,0.0012065693766662529,0.008275433248472361,Downregulated,paired_ttest,3.898994941100161,5.000137444035741,2.0822092600905644,Transcriptional Driver
POP1,POP1,0.707263151027343,0.0012070627297287558,0.008275433248472361,Not Significant,paired_ttest,2.0796892473500814,1.3724260963227384,2.0822092600905644,Not Significant
ATOX1,ATOX1,1.2247838318800195,0.001206051787145773,0.008275433248472361,Upregulated,paired_ttest,5.635545352999149,4.410761521119129,2.0822092600905644,Transcriptional Driver
CELSR3,CELSR3,0.7426307167342994,0.0012115867916164707,0.008302673850186322,Not Significant,paired_ttest,2.315180012950391,1.5725492962160919,2.080782021916133,Not Significant
TIMP1,TIMP1,1.6261346243468005,0.0012129853887565582,0.008308481472464276,Upregulated,paired_ttest,7.786402116470256,6.160267492123456,2.0804783442534935,Transcriptional Driver
SERPINA12,SERPINA12,-0.9685616594262155,0.0012158469853039745,0.008320521629796967,Not Significant,paired_ttest,0.18726788748939308,1.1558295469156086,2.079849446084141,Not Significant
CYP4A11,CYP4A11,-0.8240827864761793,0.001215348536697275,0.008320521629796967,Not Significant,paired_ttest,1.1970815621374717,2.021164348613651,2.079849446084141,Not Significant
LZTS3,LZTS3,0.7719832004553302,0.0012178275242812398,0.008330293900210513,Not Significant,paired_ttest,3.313109382526766,2.541126182071436,2.0793396760256235,Not Significant
CD27,CD27,0.9325489019822966,0.001221994229757935,0.008347433170743376,Not Significant,paired_ttest,3.0583000501990685,2.125751148216772,2.078447049206034,Not Significant
STMN2,STMN2,-0.7474933800151392,0.001221717201406455,0.008347433170743376,Not Significant,paired_ttest,0.4957012790785805,1.2431946590937197,2.078447049206034,Not Significant
SLC6A6,SLC6A6,0.8127036767200932,0.0012209978056108228,0.008347433170743376,Not Significant,paired_ttest,4.6011387192207405,3.788435042500647,2.078447049206034,Not Significant
IL2RB,IL2RB,0.9399281351478974,0.0012260896387701985,0.008371615667617533,Not Significant,paired_ttest,3.2371854431671614,2.297257308019264,2.0771907178947795,Not Significant
BSPRY,BSPRY,1.0989472382224803,0.0012268641450455657,0.008373111747717042,Upregulated,paired_ttest,3.6895176486818633,2.590570410459383,2.0771131126501774,Transcriptional Driver
YWHAH,YWHAH,1.1007625331670035,0.0012318175458743378,0.008399313126007018,Upregulated,paired_ttest,5.49282831962031,4.392065786453307,2.0757562279597743,Transcriptional Driver
YIPF3,YIPF3,0.8390442274445284,0.0012317605799471824,0.008399313126007018,Not Significant,paired_ttest,5.87590891319215,5.036864685747622,2.0757562279597743,Not Significant
MMP15,MMP15,0.8180346237072915,0.0012347255048796059,0.008415196197572677,Not Significant,paired_ttest,3.3275595546890306,2.509524930981739,2.074935754134993,Not Significant
RAP2C,RAP2C,0.7198164519049004,0.0012352632784046389,0.008415196197572677,Not Significant,paired_ttest,3.227255267939286,2.5074388160343855,2.074935754134993,Not Significant
BDNF,BDNF,-0.6998286484346339,0.0012390614781292173,0.00843725873725207,Not Significant,paired_ttest,0.43012196874998926,1.1299506171846232,2.0737986325998135,Not Significant
NOXO1,NOXO1,1.0272711236599572,0.0012446406355699747,0.00847142312499004,Upregulated,paired_ttest,1.9334322993106368,0.9061611756506794,2.0720436258660606,Transcriptional Driver
FAM207A,FAM207A,0.8196283571765917,0.0012475967913893658,0.008483883277846676,Not Significant,paired_ttest,4.501172534180521,3.681544177003929,2.071405315183271,Not Significant
FAM133B,FAM133B,-0.8032020975822753,0.00124737594162059,0.008483883277846676,Not Significant,paired_ttest,4.544896795761162,5.348098893343438,2.071405315183271,Not Significant
DNAJB5,DNAJB5,-0.7923627681642436,0.0012548386603464588,0.008525524001887384,Not Significant,paired_ttest,2.129404611364813,2.9217673795290566,2.0692789185953493,Not Significant
ACOT8,ACOT8,0.6832671539331749,0.0012548512709066133,0.008525524001887384,Not Significant,paired_ttest,4.136464958609027,3.453197804675852,2.0692789185953493,Not Significant
RBM14-RBM4,RBM14-RBM4,1.1295594902950152,0.0012583744749046378,0.008539128754283556,Upregulated,paired_ttest,3.7167988355781585,2.5872393452831433,2.068586438035732,Transcriptional Driver
RGS22,RGS22,-0.8550100708947911,0.0012576741242445186,0.008539128754283556,Not Significant,paired_ttest,0.5398956003812528,1.394905671276044,2.068586438035732,Not Significant
WDR78,WDR78,-0.815990116115864,0.0012585529379157644,0.008539128754283556,Not Significant,paired_ttest,1.8465982664900233,2.6625883826058874,2.068586438035732,Not Significant
FRMD4B,FRMD4B,-0.6636317179546145,0.001259494512513127,0.008541673086211383,Not Significant,paired_ttest,3.9844065997054487,4.648038317660063,2.068457054259153,Not Significant
MED13L,MED13L,-0.7765881639782011,0.0012607647727522944,0.008542832292046118,Not Significant,paired_ttest,4.581940900110879,5.35852906408908,2.0683981193720093,Not Significant
FRAT2,FRAT2,0.6783497034144634,0.001260798743022195,0.008542832292046118,Not Significant,paired_ttest,2.973716531866764,2.2953668284523006,2.0683981193720093,Not Significant
AKR1C3,AKR1C3,-1.0039620488023777,0.0012640786870883485,0.008561208574368347,Downregulated,paired_ttest,2.37772282574533,3.3816848745477075,2.06746492222363,Transcriptional Driver
TBC1D8,TBC1D8,-0.6215239334453715,0.0012647341277284506,0.00856180139633324,Not Significant,paired_ttest,4.926184446302181,5.547708379747553,2.0674348504887368,Not Significant
CYP4B1,CYP4B1,-1.1276169590183893,0.0012659973765532316,0.00856650648515104,Downregulated,paired_ttest,2.0760218951105696,3.203638854128959,2.067196252003005,Transcriptional Driver
EIF4E3,EIF4E3,-0.8282139226530907,0.0012675637488349183,0.008569623186767334,Not Significant,paired_ttest,2.3563760559062277,3.1845899785593184,2.0670382739350828,Not Significant
FKBP3,FKBP3,0.6392975176481048,0.0012675948332774713,0.008569623186767334,Not Significant,paired_ttest,3.025044934840259,2.385747417192154,2.0670382739350828,Not Significant
MAPKAPK2,MAPKAPK2,0.8482816908608841,0.0012690093696452079,0.008575340769507464,Not Significant,paired_ttest,5.68403041957981,4.835748728718926,2.066748612815672,Not Significant
FGD1,FGD1,0.8416768094339329,0.0012707881459633613,0.008583513480530302,Not Significant,paired_ttest,3.078635166306255,2.2369583568723224,2.066334906455552,Not Significant
NDUFC2,NDUFC2,0.7688967719671069,0.0012739599980323756,0.008583858230570306,Not Significant,paired_ttest,5.2541223394933025,4.485225567526196,2.0663174637109605,Not Significant
UNG,UNG,1.031566440235987,0.0012742554205370353,0.008583858230570306,Upregulated,paired_ttest,3.690992572732157,2.65942613249617,2.0663174637109605,Transcriptional Driver
AC024592.12,AC024592.12,0.7743332760779327,0.0012726810668503077,0.008583858230570306,Not Significant,paired_ttest,1.2857606871457448,0.5114274110678121,2.0663174637109605,Not Significant
ZNF516,ZNF516,-0.8149251876643118,0.0012740037551891646,0.008583858230570306,Not Significant,paired_ttest,3.625410998682264,4.440336186346576,2.0663174637109605,Not Significant
FGFR1,FGFR1,-0.9257445943774698,0.0012726308016244696,0.008583858230570306,Not Significant,paired_ttest,6.2872525070334255,7.212997101410895,2.0663174637109605,Not Significant
VMO1,VMO1,0.516537191707575,0.001272248501938145,0.008583858230570306,Not Significant,paired_ttest,1.575625043076326,1.059087851368751,2.0663174637109605,Not Significant
CYB5D2,CYB5D2,-0.6911695007411272,0.0012757440937429896,0.008590048216734841,Not Significant,paired_ttest,3.154486884510363,3.8456563852514902,2.066004398426836,Not Significant
MCTP2,MCTP2,-0.8149001145168948,0.0012799296464605131,0.008606699085655083,Not Significant,paired_ttest,2.3391949313881977,3.1540950459050925,2.0651633809223444,Not Significant
ZNF428,ZNF428,1.0764166384904743,0.0012793941266802113,0.008606699085655083,Upregulated,paired_ttest,4.412127637700649,3.3357109992101743,2.0651633809223444,Transcriptional Driver
IGSF1,IGSF1,-0.8481080539998826,0.0012795397215549056,0.008606699085655083,Not Significant,paired_ttest,0.8407567825516777,1.6888648365515604,2.0651633809223444,Not Significant
SLC35F6,SLC35F6,0.6492417209715677,0.0012810614866714184,0.008607637698097479,Not Significant,paired_ttest,4.979144734463724,4.329903013492157,2.0651160210722495,Not Significant
SQLE,SQLE,0.9471186126867286,0.0012812111299105031,0.008607637698097479,Not Significant,paired_ttest,3.5630760368278276,2.615957424141099,2.0651160210722495,Not Significant
PLAC9,PLAC9,-1.2811992864971704,0.0012826047699174131,0.00861316236582402,Downregulated,paired_ttest,2.99053778874505,4.27173707524222,2.0648373658667545,Transcriptional Driver
SLC20A1,SLC20A1,0.6034860219298368,0.0012835174812637167,0.008613471827900093,Not Significant,paired_ttest,4.585793839098288,3.9823078171684516,2.064821762392448,Not Significant
STAU1,STAU1,0.8476255267311474,0.0012837935259545975,0.008613471827900093,Not Significant,paired_ttest,4.608725040877445,3.7610995141462977,2.064821762392448,Not Significant
CORO2B,CORO2B,-0.7738368128598156,0.001286780808717558,0.008629674142449245,Not Significant,paired_ttest,1.1845419108035573,1.958378723663373,2.064005602987921,Not Significant
SCAF1,SCAF1,1.0848434739653205,0.0012897573926221617,0.008645790329556117,Upregulated,paired_ttest,5.177785369163091,4.092941895197771,2.0631953008195922,Transcriptional Driver
PLXNB3,PLXNB3,1.3594783594865718,0.0012905350103193027,0.008647158140255027,Upregulated,paired_ttest,4.867814852788546,3.508336493301974,2.0631265985226874,Transcriptional Driver
LCE1A,LCE1A,-1.2495325402249176,0.00129328471036605,0.008661732693682173,Downregulated,paired_ttest,0.08298663429589649,1.332519174520814,2.0623952229901628,Transcriptional Driver
FBXW5,FBXW5,0.9465264850860189,0.0012959348207008047,0.008667929617074238,Not Significant,paired_ttest,6.107604524689003,5.161078039602984,2.0620846237758905,Not Significant
LRRC3B,LRRC3B,-1.0099773696573735,0.0012949076127530747,0.008667929617074238,Downregulated,paired_ttest,0.19087183082986167,1.200849200487235,2.0620846237758905,Transcriptional Driver
SSUH2,SSUH2,-0.8290511119798816,0.0012953821669665572,0.008667929617074238,Not Significant,paired_ttest,3.08460577847773,3.9136568904576117,2.0620846237758905,Not Significant
EPHA4,EPHA4,-1.160216256376306,0.0012971076800754589,0.008671926999919121,Downregulated,paired_ttest,2.819568442799331,3.979784699175637,2.061884386671203,Transcriptional Driver
TRIM73,TRIM73,-0.7707503081448239,0.0013004742021314238,0.008690580262115844,Not Significant,paired_ttest,4.44298111132618,5.213731419471004,2.0609512251368662,Not Significant
C8orf74,C8orf74,-0.7584665067504954,0.001305203587624614,0.008718320463902826,Not Significant,paired_ttest,0.3760543709356796,1.134520877686175,2.0595671714336437,Not Significant
DZIP1L,DZIP1L,-0.9428498462575314,0.0013103738219090988,0.008748979512445338,Not Significant,paired_ttest,3.5157045934643216,4.458554439721853,2.0580426004588257,Not Significant
SBF1,SBF1,0.9558599206348068,0.001313959528701458,0.008769036677602118,Not Significant,paired_ttest,6.252440244622319,5.296580323987512,2.0570481134276455,Not Significant
MRPS11,MRPS11,0.5266227411304047,0.0013164853865656923,0.008782006056577158,Not Significant,paired_ttest,4.316211119764322,3.7895883786339173,2.056406267717041,Not Significant
SLC38A6,SLC38A6,-1.1654402696434527,0.0013193298552093577,0.008790449348612733,Downregulated,paired_ttest,4.2817148378091865,5.447155107452639,2.055988924171386,Transcriptional Driver
MTERFD1,MTERFD1,0.7734150085291613,0.0013192275025488108,0.008790449348612733,Not Significant,paired_ttest,2.3302390922122433,1.556824083683082,2.055988924171386,Not Significant
SETMAR,SETMAR,-0.7312433359528354,0.0013195003234220358,0.008790449348612733,Not Significant,paired_ttest,4.269257910217721,5.000501246170557,2.055988924171386,Not Significant
SEMA5A,SEMA5A,-0.9960764937536677,0.0013217211293639107,0.008801355011612331,Not Significant,paired_ttest,2.841531451501429,3.8376079452550966,2.0554504609447637,Not Significant
HIST1H1C,HIST1H1C,1.5552440104344658,0.001323429030826137,0.008808837116439224,Upregulated,paired_ttest,6.784942199549691,5.229698189115225,2.055081420446938,Transcriptional Driver
TIMM13,TIMM13,1.2904337885637234,0.001325934068278168,0.008821616069444687,Upregulated,paired_ttest,5.066549032370023,3.7761152438063,2.0544518473227353,Transcriptional Driver
PEX6,PEX6,0.9356061318695938,0.0013274652548458969,0.008827907446871081,Not Significant,paired_ttest,3.602515141054978,2.666909009185384,2.0541422286961413,Not Significant
MMP16,MMP16,-0.7531441688669684,0.001328633526399547,0.008831780883597696,Not Significant,paired_ttest,1.5302103753734746,2.283354544240443,2.053951714323309,Not Significant
HCST,HCST,1.0488708386712329,0.0013305419412061265,0.008840568667088393,Upregulated,paired_ttest,3.534653944052604,2.4857831053813713,2.053519798218233,Transcriptional Driver
ZDHHC12,ZDHHC12,1.1598927243616295,0.0013336616579926884,0.008857393460747917,Upregulated,paired_ttest,4.638666937947064,3.4787742135854343,2.0526940627811308,Transcriptional Driver
METTL15,METTL15,-0.7352207752055122,0.001339424888889014,0.00888860443129355,Not Significant,paired_ttest,2.047215330876818,2.78243610608233,2.0511664207357145,Not Significant
RP11-192H23.4,RP11-192H23.4,-0.8115644265188706,0.0013395402804390385,0.00888860443129355,Not Significant,paired_ttest,5.394756209999155,6.206320636518026,2.0511664207357145,Not Significant
MEF2C,MEF2C,-1.0773395086747883,0.0013407899176570244,0.008892982313505191,Downregulated,paired_ttest,3.3450977887151576,4.422437297389946,2.050952571414769,Transcriptional Driver
ELK1,ELK1,0.6693455354058044,0.0013456788348880382,0.008921483779583142,Not Significant,paired_ttest,4.556008894278535,3.8866633588727306,2.0495629097835435,Not Significant
CNOT11,CNOT11,0.6792829069037714,0.001350308852952024,0.00894824451301306,Not Significant,paired_ttest,3.613673511605906,2.9343906047021346,2.0482621572082342,Not Significant
CRAMP1L,CRAMP1L,0.9707109500871454,0.0013516997276164081,0.008953525963771953,Not Significant,paired_ttest,4.505302623726322,3.5345916736391763,2.048005902667316,Not Significant
DNAJB14,DNAJB14,-0.6451801372196111,0.0013532744458160063,0.0089600200022495,Not Significant,paired_ttest,3.091469229971478,3.736649367191089,2.0476910208225974,Not Significant
CCL27,CCL27,-1.3366950603568588,0.0013561353512767684,0.008963506688166518,Downregulated,paired_ttest,0.6722550642329649,2.008950124589824,2.047522053130117,Transcriptional Driver
MTX2,MTX2,0.8333303621278607,0.001355475950795902,0.008963506688166518,Not Significant,paired_ttest,3.509688969503979,2.6763586073761183,2.047522053130117,Not Significant
TGM3,TGM3,-0.658485735716929,0.0013555945331041332,0.008963506688166518,Not Significant,paired_ttest,0.2559302725036551,0.9144160082205841,2.047522053130117,Not Significant
MCM10,MCM10,0.9759608154050867,0.0013561792753852364,0.008963506688166518,Not Significant,paired_ttest,2.2471687179323103,1.2712079025272236,2.047522053130117,Not Significant
MAATS1,MAATS1,-0.9430794170978805,0.0013575705006652187,0.008968246899355086,Not Significant,paired_ttest,1.3126822220580017,2.255761639155882,2.0472924439510534,Not Significant
CTLA4,CTLA4,0.7691320495605956,0.0013580862079615058,0.008968246899355086,Not Significant,paired_ttest,2.283837037614959,1.5147049880543633,2.0472924439510534,Not Significant
PILRB,PILRB,0.8714356486235975,0.0013615586992504684,0.0089872412214974,Not Significant,paired_ttest,6.680026797253683,5.808591148630086,2.0463736014984875,Not Significant
IL17RE,IL17RE,1.0614459068252229,0.0013631023002426159,0.008993492463219989,Upregulated,paired_ttest,4.511021871631141,3.449575964805918,2.0460716249560225,Transcriptional Driver
EPN1,EPN1,1.2616830174175124,0.0013661840461424558,0.00900988218707072,Upregulated,paired_ttest,5.828692507081788,4.567009489664276,2.0452808878044664,Transcriptional Driver
TMEM187,TMEM187,0.975183900901496,0.0013682820371305397,0.009019772624302588,Not Significant,paired_ttest,3.11346963555896,2.138285734657464,2.044804410269072,Not Significant
PPP1R3C,PPP1R3C,-0.6079812864788734,0.0013694997873594532,0.00902084169639041,Not Significant,paired_ttest,1.1749240783426462,1.7829053648215196,2.044752938395577,Not Significant
TCTEX1D2,TCTEX1D2,0.90842885331109,0.0013699743358728035,0.00902084169639041,Not Significant,paired_ttest,3.142648174482883,2.234219321171793,2.044752938395577,Not Significant
TBC1D9B,TBC1D9B,0.7000888381481207,0.001370837644363918,0.00902084169639041,Not Significant,paired_ttest,7.086576617269841,6.38648777912172,2.044752938395577,Not Significant
COL11A2,COL11A2,0.7048528681778314,0.0013704934390161981,0.00902084169639041,Not Significant,paired_ttest,1.8068296666553962,1.1019767984775648,2.044752938395577,Not Significant
ACBD3,ACBD3,0.7850676349495624,0.0013725480148947882,0.00902815613985769,Not Significant,paired_ttest,3.728490786841079,2.9434231518915164,2.0444009385074113,Not Significant
ADAM15,ADAM15,0.9224412106987163,0.0013742848896818565,0.009035638463516646,Not Significant,paired_ttest,7.005878341566869,6.083437130868153,2.044041154515831,Not Significant
ANKRD20A4,ANKRD20A4,-0.7454732019191419,0.001377176579379138,0.009042819734634095,Not Significant,paired_ttest,1.7081042249456488,2.4535774268647907,2.043696126577141,Not Significant
TBCE,TBCE,0.831512932098255,0.0013768840713301897,0.009042819734634095,Not Significant,paired_ttest,3.011513783156671,2.180000851058416,2.043696126577141,Not Significant
ZNF493,ZNF493,-0.7979486884745821,0.0013761173197154252,0.009042819734634095,Not Significant,paired_ttest,4.422457536273589,5.220406224748171,2.043696126577141,Not Significant
SBF2,SBF2,-0.8581457322970723,0.0013804723937705982,0.009060514500864404,Not Significant,paired_ttest,4.270267352970069,5.128413085267141,2.0428471402324506,Not Significant
TGM4,TGM4,-0.962852487666067,0.001382387378165482,0.009069134949183117,Not Significant,paired_ttest,0.2200441896256332,1.1828966772917002,2.0424341357307574,Not Significant
PPP1R1A,PPP1R1A,-1.2532443668711635,0.0013837767823753463,0.009070355987430749,Downregulated,paired_ttest,1.684276404130493,2.9375207710016564,2.0423756676981326,Transcriptional Driver
TMEM63A,TMEM63A,1.0280643359948929,0.0013834381428923454,0.009070355987430749,Upregulated,paired_ttest,7.0383672442901455,6.010302908295253,2.0423756676981326,Transcriptional Driver
TMEM161A,TMEM161A,0.7701167218425469,0.0013849035496408051,0.009073020752868213,Not Significant,paired_ttest,4.661718055269319,3.8916013334267725,2.0422480957527394,Not Significant
MYOM3,MYOM3,-0.7387066604279473,0.0013853869576215593,0.009073020752868213,Not Significant,paired_ttest,1.1713417198187903,1.9100483802467376,2.0422480957527394,Not Significant
C15orf59,C15orf59,-1.027079076309445,0.0013877188178633613,0.009084346026099884,Downregulated,paired_ttest,1.1905950822740339,2.217674158583479,2.041706331699806,Transcriptional Driver
IL10RB,IL10RB,0.861097345716423,0.0013897264809629706,0.009093540115884438,Not Significant,paired_ttest,3.6963065750726707,2.8352092293562476,2.041267012983773,Not Significant
TTI1,TTI1,0.7683791616432178,0.0013919846660441642,0.009104364783202526,Not Significant,paired_ttest,3.216075622579227,2.447696460936009,2.040750349789278,Not Significant
KCNJ15,KCNJ15,-1.1498390142849715,0.0013960302106306363,0.009126865331945998,Downregulated,paired_ttest,2.7481051385200965,3.897944152805068,2.0396783574926705,Transcriptional Driver
ITPRIPL2,ITPRIPL2,0.6765885099350415,0.0013992532550735847,0.009140009563903538,Not Significant,paired_ttest,5.059506051077471,4.3829175411424295,2.0390533498298056,Not Significant
TYR,TYR,-0.6268265127774567,0.00139902206778083,0.009140009563903538,Not Significant,paired_ttest,0.24833444733450358,0.8751609601119603,2.0390533498298056,Not Significant
PLXNB2,PLXNB2,1.0805658483586926,0.0014047634449996214,0.009168057877408785,Upregulated,paired_ttest,7.133140187909125,6.052574339550432,2.037722653692575,Transcriptional Driver
PDZD3,PDZD3,-0.7772896917355674,0.0014047197385435623,0.009168057877408785,Not Significant,paired_ttest,0.4412536880382942,1.2185433797738616,2.037722653692575,Not Significant
RRAD,RRAD,-0.8641812150391113,0.0014060992178960249,0.009172804763738844,Not Significant,paired_ttest,1.284426833268458,2.1486080483075694,2.03749785002595,Not Significant
FAM71A,FAM71A,-0.7173558993822734,0.0014084373693294095,0.009184083814883295,Not Significant,paired_ttest,0.2680495505837158,0.9854054499659892,2.0369641615123886,Not Significant
GCNT2,GCNT2,0.9899886563887059,0.0014092833465988279,0.009185627208527423,Not Significant,paired_ttest,4.145949910991975,3.155961254603269,2.0368911840612167,Not Significant
HS3ST6,HS3ST6,-1.4063629178529036,0.001411714814002506,0.009197498935134735,Downregulated,paired_ttest,0.39968454274839565,1.8060474606012993,2.0363302537784485,Transcriptional Driver
NCAM2,NCAM2,-0.6147922385139502,0.0014226424101258916,0.009264689838037988,Not Significant,paired_ttest,0.7763392555526691,1.3911314940666193,2.0331691153503004,Not Significant
CAD,CAD,0.7330512198277139,0.0014296939101931835,0.009302574618071833,Not Significant,paired_ttest,5.705244815120822,4.972193595293108,2.031396837717406,Not Significant
CCR1,CCR1,0.6863119319961912,0.0014290774132858393,0.009302574618071833,Not Significant,paired_ttest,2.116988832599715,1.4306769006035238,2.031396837717406,Not Significant
CT62,CT62,-0.6774491326309433,0.0014309171642664438,0.009306517328939131,Not Significant,paired_ttest,0.5571789961755882,1.2346281288065315,2.031212809651566,Not Significant
MXRA5,MXRA5,0.7713774438471708,0.0014354693551256103,0.009332098317323718,Not Significant,paired_ttest,5.242979187891818,4.471601744044647,2.030020694391118,Not Significant
NDUFA11,NDUFA11,1.2507462320836176,0.0014373025008014896,0.00933998814744968,Upregulated,paired_ttest,6.291986017234284,5.041239785150666,2.0296536748941536,Transcriptional Driver
HLA-DPA1,HLA-DPA1,1.2123984123485645,0.0014448214569888504,0.009384803225146019,Upregulated,paired_ttest,6.790264814546168,5.577866402197603,2.027574828970091,Transcriptional Driver
RPH3AL,RPH3AL,-0.8783751583387911,0.0014466342281472262,0.00939253127629095,Not Significant,paired_ttest,2.7677552621738952,3.6461304205126863,2.0272173501003024,Not Significant
DCX,DCX,-0.9587644533002729,0.0014489746384506199,0.009403676990650686,Not Significant,paired_ttest,0.763429861161706,1.722194314461979,2.026702296985131,Not Significant
GLTPD1,GLTPD1,0.9245277542563946,0.0014507533755154338,0.009411169487637986,Not Significant,paired_ttest,4.1980012656920405,3.273473511435646,2.0263564052157754,Not Significant
C5orf66,C5orf66,0.7840581021650634,0.0014517538031346942,0.009413608746691893,Not Significant,paired_ttest,3.7675999805998277,2.9835418784347643,2.026243856027701,Not Significant
PLXNA1,PLXNA1,0.8758042711980485,0.0014558593403454756,0.009436171717561647,Not Significant,paired_ttest,5.253339421417128,4.37753515021908,2.0252041645105936,Not Significant
