gene,RF_importance,GB_importance,L1_importance,ensemble_score,ml_rank
MYOM1,0.006179819313219061,0.6282608695652177,0.016855385040185068,0.5833866511739961,1
RGS1,0.007975786282195809,0.0,0.4162922529784913,0.4907617758941244,2
G0S2,0.012343795245957712,0.0,0.0,0.45,3
ANGPTL4,0.008344606942818175,0.02477582519558415,0.19765267024087405,0.41296840074127233,4
ATP1B1,0.010807171768568859,0.0,0.0,0.39398152666608544,5
PLIN1,0.010325090973815492,0.0,0.0,0.37640700008682637,6
CD24,0.007590892497358837,0.0,0.18812697708767173,0.3671124222064914,7
NAALAD2,0.009525228752523924,0.0,0.0,0.34724757282728264,8
CFD,0.009177539720815562,0.0,0.0,0.3345723735752536,9
CHRDL1,0.008707004895603873,0.0,0.0,0.3174187618111084,10
COX7A1,0.008699155601509238,0.0,0.0,0.3171326113790731,11
CAP2,0.008334816825375969,0.0,0.0,0.3038504363273068,12
SPINT2,0.008142313892513105,0.0,0.0,0.2968326336124848,13
PCOLCE2,0.007608100031112348,0.030146250082329913,0.0,0.29415184448737,14
MAOA,0.008062030686138918,0.0,0.0,0.293905864158802,15
WASF3,0.008036980892468744,0.0,0.0,0.2929926598381722,16
C10orf10,0.007693809921615091,0.0,0.0,0.28048216903634887,17
KRT18,0.0076473312298005825,0.0,0.0,0.2787877621785085,18
GPD1,0.007645793758061105,0.0,0.0,0.27873171278130293,19
PPP1R1A,0.004088879526054416,0.0,0.2630897267388103,0.2754590513820047,20
CD36,0.0070478908032493735,0.0,0.0,0.25693482419848324,21
ADIPOQ,0.0070161567543956145,0.0,0.0,0.2557779415947421,22
GATA3,0.0068885354060626205,0.0,0.0,0.25112543354470346,23
AOC3,0.006710222148000837,0.0,0.0,0.24462492340750883,24
LEP,0.006611554820415879,0.0025291857670958185,0.0,0.2424369432356275,25
SLC38A1,0.00661200715187086,0.0,0.0,0.241044440470305,26
SDC4,0.006200412989965419,0.0,0.0,0.22603954374552312,27
MMD,0.005804828536510962,0.0,0.0,0.21161828994898108,28
HBA2,0.005333374109887568,0.0,0.0,0.1944311535980275,29
ARHGEF40,0.005328473185608013,0.0,0.0,0.19425248764627964,30
STX12,0.005259641826741079,0.0,0.005001469609663599,0.19414606634559511,31
HSPB2,0.005233664638528133,0.0,0.0,0.1907961887255796,32
SAA2,0.005036484504091212,0.0,0.0,0.18360787599609946,33
ADH1B,0.004831333363209165,0.0,0.0,0.17612897574237457,34
KRT7,0.0048197207251056105,0.0,0.0,0.17570563048733148,35
NANS,0.004745320709038321,0.0,0.0,0.17299333604602146,36
CAT,0.004730491656688465,0.0,0.0,0.17245273460015573,37
ABCA8,0.004709766051678302,0.0,0.0,0.17169717100980636,38
CDKN1C,0.004684362282518515,0.0,0.0,0.17077106231356498,39
SLC7A10,0.004631508479767202,0.0,0.0,0.16884424720004634,40
HCAR3,0.004564840602352862,0.0,0.0,0.16641383222323622,41
EDNRB,0.004525861850952242,0.0,0.0,0.16499283991246189,42
AGPAT2,0.004518937939634188,0.0,0.0,0.16474042483014395,43
PCDH9,0.0018263352339462275,0.0,0.1935246806930823,0.1595554721606443,44
CKS2,0.004339484303340737,0.0,0.0,0.15819834156296583,45
SLIT3,0.0043367341962101645,0.0,0.0,0.1580980848603797,46
ACACB,0.0041430116771794725,0.0,0.013503135516604422,0.15752315596609728,47
CIDEC,0.004228148329061127,0.0,0.0,0.1541395259857849,48
TGFBR3,0.004103050235269082,0.0,0.0,0.14957900459955606,49
PDZD2,0.003988899642867289,0.0,0.0,0.14541758053529766,50
MME,0.003988892548675157,0.0,0.0,0.1454173219125325,51
ANGPT1,0.003908866930730241,0.0,0.0,0.14249994298995153,52
EGFL6,0.0038904380980861243,2.7911142837919485e-09,0.0,0.14182811108322413,53
PFKFB3,0.0038133002222202495,0.0,0.0,0.13901600486779422,54
C4B_2,0.0037398274240379504,0.0,0.0,0.13633751267611097,55
RBP4,0.002650303364589079,0.0,0.07789104389254693,0.13403962775598838,56
EIF2AK3,0.003623733078101377,0.0,0.0,0.13210522798323532,57
ITGB1BP1,0.003548452374982987,0.0,0.0,0.12936082760002504,58
PRKAR2B,0.0034893094801979347,0.0,0.0,0.1272047400983315,59
RFTN1,0.0034376481675500226,0.0,0.0,0.12532139788239727,60
FHL1,0.0033415166393889802,0.0,0.0,0.12181686894210758,61
CDKN2C,0.003213296398891967,0.0,0.0,0.1171425279413079,62
TBC1D5,0.003164454549492298,0.0,0.0,0.11536197084424749,63
ADM,0.003132434745400085,0.0,0.0,0.11419467087252974,64
LTF,0.0031096622830945344,0.0,0.0,0.1133644879479666,65
PYGL,0.002984168037852203,0.0,0.0,0.10878952463775271,66
LINC01140,0.00295326354679803,0.0,0.0,0.10766288403028379,67
TFE3,0.0029201605600204404,0.0,0.0,0.10645609602439933,68
CALHM2,0.0029035012694078543,0.0,0.0,0.10584877221301979,69
HMGB3,0.00288067616420993,0.0,0.0,0.1050166701621996,70
HBG2,0.002871462364248158,0.0,0.0,0.10468077590114118,71
CCDC69,0.0028130140214445622,0.0,0.0,0.10255000868266911,72
SLC39A6,0.0028042603615520286,0.0,0.0,0.10223088908669799,73
TIMP4,0.0027705719347056734,0.0,0.0,0.10100275853375283,74
S100B,0.0,0.0002829494835924634,0.20671015337875515,0.09946774227650729,75
SCGB2A2,0.0027085008767486016,0.0,0.0,0.09873992319631242,76
MELK,0.0027083915631469974,0.0,0.0,0.09873593810746885,77
CTNS,0.002697719087635053,0.0,0.0,0.09834686700861474,78
BIN1,0.001268698618526994,0.0,0.10740163938051281,0.09785027540948217,79
MSX1,0.002668538966848145,0.0,0.0,0.09728308928932627,80
ARHGEF6,0.002659741257088846,0.0,0.0,0.09696236383068088,81
GYG2,0.00250657230249067,0.0,0.0,0.09137850342180455,82
EPCAM,0.002491666666666667,0.0,0.0,0.09083511008230487,83
ACSL1,0.002466626892385711,0.0,0.0,0.08992227102414564,84
CAV2,0.002457053563399187,0.0,0.0,0.08957326993022792,85
TSPAN13,0.002452152020677314,0.0,0.0,0.08939458143281742,86
VWF,0.002432783115709945,0.0,0.0,0.08868847710577342,87
ITGA7,0.002427270531400966,0.0,0.0,0.08848751274354835,88
KRT19,0.0,0.0,0.18166143001602816,0.08727591191826196,89
AKAP12,0.002353924519853007,0.0,0.0,0.08581364262994694,90
ECM2,0.0023420544143583355,0.0,0.0,0.08538091125631603,91
PDZRN3,0.0023333333333333335,0.0,0.0,0.08506297934128883,92
SPTBN1,0.0023218486401955763,0.0,0.0,0.08464429839195252,93
HBB,0.0023136594510141024,0.0,0.0,0.0843457568933101,94
RLF,0.0022993657813948766,0.0,0.0,0.08382467312608236,95
CXADR,0.0022889367128965405,0.0,0.0,0.08344447556684399,96
PXDN,0.002288160030758714,0.0,0.0,0.0834161611825677,97
DTL,0.002273014233241506,0.0,0.0,0.08286401261343328,98
TNS2,0.0022612509534706325,0.0,0.0,0.08243517563166089,99
GPR65,0.0022442192492918393,0.0,0.0,0.08181427527421475,100
