fpr,tpr
0.0,0.0
0.0,0.009615384615384616
0.0,0.057692307692307696
0.058823529411764705,0.057692307692307696
0.058823529411764705,0.15384615384615385
0.058823529411764705,0.19230769230769232
0.058823529411764705,0.20192307692307693
0.058823529411764705,0.25961538461538464
0.058823529411764705,0.34615384615384615
0.058823529411764705,0.3942307692307692
0.058823529411764705,0.47115384615384615
0.058823529411764705,0.5
0.058823529411764705,0.5096153846153846
0.058823529411764705,0.5865384615384616
0.058823529411764705,0.5961538461538461
0.058823529411764705,0.6346153846153846
0.058823529411764705,0.6538461538461539
0.058823529411764705,0.6730769230769231
0.058823529411764705,0.7019230769230769
0.058823529411764705,0.7211538461538461
0.058823529411764705,0.7403846153846154
0.058823529411764705,0.8173076923076923
0.058823529411764705,0.8365384615384616
0.058823529411764705,0.8557692307692307
0.058823529411764705,0.875
0.058823529411764705,0.8846153846153846
0.11764705882352941,0.8846153846153846
0.11764705882352941,0.9038461538461539
0.11764705882352941,0.9423076923076923
0.11764705882352941,1.0
0.6470588235294118,1.0
0.7647058823529411,1.0
1.0,1.0
