gene,gene,log2FC,pvalue,adj_pvalue,regulation,mean_tumor,mean_normal,neg_log10_pval,mechanistic_note
MEX3C,MEX3C,0.580746885608737,0.04241951980488571,0.20424040020720605,Not Significant,8.483795846839552,7.903048961230815,0.6898583472068862,Not Significant
DGCR9,DGCR9,-0.2469054354647806,0.04241044435629812,0.20424040020720605,Not Significant,7.9105994578052705,8.157504893270051,0.6898583472068862,Not Significant
FOLR1,FOLR1,-0.19371914608468366,0.042385261558085086,0.20424040020720605,Not Significant,9.817321225141024,10.011040371225707,0.6898583472068862,Not Significant
PRKAB1,PRKAB1,-0.22495167017266837,0.042347425508109944,0.20424040020720605,Not Significant,9.691388135957476,9.916339806130145,0.6898583472068862,Not Significant
ENTPD4,ENTPD4,0.24747197962607892,0.042578767792978096,0.20493182838200075,Not Significant,9.63781148194803,9.39033950232195,0.6883905851947809,Not Significant
RNF4,RNF4,0.4724367189196048,0.04277497530382928,0.20580056975962813,Not Significant,9.121300156527784,8.64886343760818,0.686553427226064,Not Significant
STX7,STX7,-0.2594773422254324,0.042797569230461796,0.20583368373284874,Not Significant,9.633669390460124,9.893146732685556,0.6864835534691908,Not Significant
CYP2C9,CYP2C9,-0.19122112524617307,0.04284701002641454,0.20599584526827777,Not Significant,10.444231506641573,10.635452631887746,0.6861415388311227,Not Significant
TRDN,TRDN,-0.34795498264355995,0.04296166230510918,0.20624431581503677,Not Significant,5.849140196443411,6.197095179086971,0.6856180119619468,Not Significant
DKFZP564C152,DKFZP564C152,-0.2407120133691869,0.04295730335271729,0.20624431581503677,Not Significant,9.436142905835082,9.676854919204269,0.6856180119619468,Not Significant
FLNB,FLNB,0.31531074950280846,0.04292696551433818,0.20624431581503677,Not Significant,9.456667145763278,9.14135639626047,0.6856180119619468,Not Significant
RGS20,RGS20,-0.3968158719048862,0.04294325601593177,0.20624431581503677,Not Significant,7.092686993859597,7.489502865764483,0.6856180119619468,Not Significant
HDAC1,HDAC1,0.4960466698857182,0.042987981962601875,0.20626023643913355,Not Significant,9.0528225086268,8.556775838741082,0.6855844887479151,Not Significant
TRAK2,TRAK2,-0.2682456737038432,0.042996466354879304,0.20626023643913355,Not Significant,9.930143695941645,10.198389369645488,0.6855844887479151,Not Significant
SLC4A10,SLC4A10,-0.5230080399774719,0.04309439202044939,0.2065787156457766,Not Significant,7.766809886533671,8.289817926511143,0.6849144270263405,Not Significant
PPARA,PPARA,-0.24365806547264413,0.04308755337027768,0.2065787156457766,Not Significant,8.693062664124009,8.936720729596653,0.6849144270263405,Not Significant
ICAM1,ICAM1,-0.29120664215243863,0.04317338892796756,0.20675067544614228,Not Significant,9.02039450633599,9.311601148488428,0.6845530629504907,Not Significant
CLDN15,CLDN15,-0.23097386543948506,0.043188206416339,0.20675067544614228,Not Significant,7.436618856360347,7.667592721799832,0.6845530629504907,Not Significant
BUB3,BUB3,0.22882063635169736,0.04320917100767404,0.20675067544614228,Not Significant,10.40573870706866,10.176918070716964,0.6845530629504907,Not Significant
KCNF1,KCNF1,-0.3089772248438134,0.04316648419808658,0.20675067544614228,Not Significant,8.561418543749408,8.870395768593221,0.6845530629504907,Not Significant
CRADD,CRADD,-0.31654351747026865,0.04319761581651562,0.20675067544614228,Not Significant,9.556485604975066,9.873029122445335,0.6845530629504907,Not Significant
AZI2,AZI2,-0.2713213345588503,0.04332679706724663,0.20694167164234067,Not Significant,9.649367737552367,9.920689072111218,0.6841520470721412,Not Significant
APOO,APOO,-0.2894359260865471,0.04335965870225366,0.20694167164234067,Not Significant,9.396556083129791,9.685992009216339,0.6841520470721412,Not Significant
DCAF10,DCAF10,-0.30484458356628785,0.04333495342443845,0.20694167164234067,Not Significant,9.151386474568211,9.456231058134499,0.6841520470721412,Not Significant
MIR6875,MIR6875,-0.33030414970582544,0.043347548872169545,0.20694167164234067,Not Significant,6.335886171708927,6.666190321414753,0.6841520470721412,Not Significant
PAFAH1B2,PAFAH1B2,-0.44036613143298986,0.04329567664269573,0.20694167164234067,Not Significant,8.13752948098579,8.57789561241878,0.6841520470721412,Not Significant
GRIK3,GRIK3,-0.2151457887106778,0.04334271411414549,0.20694167164234067,Not Significant,6.912704479910806,7.127850268621484,0.6841520470721412,Not Significant
ZBTB3,ZBTB3,0.45006829874977416,0.04333379724808873,0.20694167164234067,Not Significant,8.03996251938495,7.589894220635176,0.6841520470721412,Not Significant
TUBAL3,TUBAL3,-0.3573254782141584,0.043418664890571924,0.20714176437826987,Not Significant,7.854757732140036,8.212083210354194,0.6837323288690575,Not Significant
CD34,CD34,-0.2801807256024116,0.04343320561385446,0.20714176437826987,Not Significant,10.147815440247575,10.427996165849986,0.6837323288690575,Not Significant
NME8,NME8,-0.24641415378942888,0.043527663990422585,0.2075167124958247,Not Significant,6.588379981559358,6.834794135348787,0.6829469213497781,Not Significant
ELAC2,ELAC2,-0.2947862454855459,0.04361457713954167,0.2078554292852439,Not Significant,7.385079111998277,7.6798653574838225,0.6822386270258108,Not Significant
RFX4,RFX4,-0.24439956238129223,0.04369168532624754,0.20797413578296092,Not Significant,6.855441983454319,7.099841545835611,0.6819906716967253,Not Significant
LOC654342,LOC654342,-0.3402544611793461,0.043704717972833165,0.20797413578296092,Not Significant,7.347155784866156,7.687410246045502,0.6819906716967253,Not Significant
AGRP,AGRP,-0.49376809263336074,0.043680379191131935,0.20797413578296092,Not Significant,7.380662125720086,7.874430218353447,0.6819906716967253,Not Significant
PCYT2,PCYT2,-0.25330719357700104,0.04365852013816031,0.20797413578296092,Not Significant,9.642067507791273,9.895374701368274,0.6819906716967253,Not Significant
BET1L,BET1L,-0.3397621633209642,0.04371885886163456,0.20797413578296092,Not Significant,8.023937400551295,8.36369956387226,0.6819906716967253,Not Significant
ADAM10,ADAM10,0.2076802176152981,0.043767946028976344,0.2081320729312592,Not Significant,10.066429369247828,9.85874915163253,0.6816609903132185,Not Significant
TEX261,TEX261,-0.3184535948542031,0.043811183090560854,0.20818993269044428,Not Significant,9.23937799857992,9.557831593434123,0.6815402752226837,Not Significant
RAPGEF4,RAPGEF4,-0.39399468674436466,0.043811895613125325,0.20818993269044428,Not Significant,7.9218575223323375,8.315852209076702,0.6815402752226837,Not Significant
COPS2,COPS2,-0.18911985890683702,0.04408574316678941,0.20931645045719888,Not Significant,10.241355879320459,10.430475738227296,0.6791966385412121,Not Significant
RTEL1-TNFRSF6B,RTEL1-TNFRSF6B,-0.31649001254569153,0.04411287075126526,0.20931645045719888,Not Significant,6.928484313630431,7.244974326176123,0.6791966385412121,Not Significant
UBE2K,UBE2K,0.3488445520458239,0.04407232195381347,0.20931645045719888,Not Significant,9.829972083435727,9.481127531389903,0.6791966385412121,Not Significant
TUB,TUB,-0.271986469420181,0.044109991929678086,0.20931645045719888,Not Significant,8.408114244095405,8.680100713515586,0.6791966385412121,Not Significant
CDKN1A,CDKN1A,-0.4992971361443308,0.04418392815368008,0.20950795866450336,Not Significant,7.910824070469901,8.410121206614232,0.6787994746622378,Not Significant
RLF,RLF,0.22371586140382327,0.04418521408976588,0.20950795866450336,Not Significant,9.782126694610929,9.558410833207105,0.6787994746622378,Not Significant
MYH14,MYH14,-0.2731065927367453,0.04420711193049343,0.2095359527501427,Not Significant,7.553494752645642,7.826601345382388,0.6787414488725484,Not Significant
CETN3,CETN3,0.29032381318776324,0.044280012203222884,0.20972973242025417,Not Significant,10.260987853397635,9.970664040209872,0.6783399972374462,Not Significant
B4GALT2,B4GALT2,-0.3686400966098926,0.0442778363674375,0.20972973242025417,Not Significant,8.004527639773013,8.373167736382905,0.6783399972374462,Not Significant
RAB3B,RAB3B,-0.3156314267973608,0.044320744136156276,0.20984679036060114,Not Significant,6.89892881364213,7.214560240439491,0.6780976690035512,Not Significant
HNRNPK,HNRNPK,0.3018047757568496,0.04437739384754904,0.20990560001120404,Not Significant,10.820488403146337,10.518683627389487,0.6779759748453167,Not Significant
SS18L2,SS18L2,0.3497995072121487,0.04438506478572942,0.20990560001120404,Not Significant,9.423671855654204,9.073872348442055,0.6779759748453167,Not Significant
PRODH2,PRODH2,-0.2653876597982503,0.04439725346393759,0.20990560001120404,Not Significant,10.57337710405762,10.83876476385587,0.6779759748453167,Not Significant
VKORC1,VKORC1,-0.5473428323985612,0.04438060856669288,0.20990560001120404,Not Significant,8.289038657036487,8.836381489435048,0.6779759748453167,Not Significant
LINC00472,LINC00472,-0.3171443036879129,0.04444357160798976,0.21004878486157064,Not Significant,6.807025725197926,7.124170028885839,0.6776798265251374,Not Significant
TCTN2,TCTN2,-0.29931220814549064,0.04449109432241801,0.21012178324369085,Not Significant,9.7623772074821,10.06168941562759,0.6775289221197927,Not Significant
NXT2,NXT2,-0.190424200517052,0.04448983211847783,0.21012178324369085,Not Significant,10.056842321490887,10.247266522007939,0.6775289221197927,Not Significant
SMG9,SMG9,-0.4756092788155808,0.04452905440425792,0.2101721709904007,Not Significant,6.699662083381763,7.175271362197344,0.6774247896656567,Not Significant
NOCT,NOCT,-0.2301855131202739,0.04454989075951017,0.2101721709904007,Not Significant,10.962785206087998,11.192970719208272,0.6774247896656567,Not Significant
POLR2C,POLR2C,-0.2033657659991004,0.04453519462167654,0.2101721709904007,Not Significant,10.2902906125362,10.4936563785353,0.6774247896656567,Not Significant
CHRNA5,CHRNA5,-0.22348351713552006,0.04463187122524393,0.21041319012938142,Not Significant,10.312006095202147,10.535489612337667,0.6769270391340084,Not Significant
SEC14L1P1,SEC14L1P1,-0.26958449764420234,0.044633100936535455,0.21041319012938142,Not Significant,6.557945803569369,6.827530301213572,0.6769270391340084,Not Significant
CDH9,CDH9,-0.32034428090354083,0.0446612513609915,0.21047016333825527,Not Significant,7.865608014711134,8.185952295614674,0.676809461899473,Not Significant
MYZAP,MYZAP,-0.2619575530144811,0.04467827853186014,0.21047469509021924,Not Significant,9.57030844267645,9.832265995690932,0.676800110960356,Not Significant
CPS1-IT1,CPS1-IT1,-0.25279375107783686,0.04474892337784845,0.2105803323179571,Not Significant,5.877954998808502,6.1307487498863384,0.6765821932865779,Not Significant
KLF3,KLF3,-0.29173512898287335,0.044741634306058174,0.2105803323179571,Not Significant,8.401163350245477,8.69289847922835,0.6765821932865779,Not Significant
STAM2,STAM2,-0.23437240738489074,0.04471690630326932,0.2105803323179571,Not Significant,8.185228967691415,8.419601375076306,0.6765821932865779,Not Significant
MLPH,MLPH,0.230603416873306,0.044830803233048146,0.21068925207097902,Not Significant,11.387938041537456,11.15733462466415,0.6763576185699847,Not Significant
NTN1,NTN1,-0.34849821795909364,0.04482000484023597,0.21068925207097902,Not Significant,9.03706341964433,9.385561637603423,0.6763576185699847,Not Significant
C19orf60,C19orf60,-0.3025521061080694,0.04483639682267686,0.21068925207097902,Not Significant,7.401257212922578,7.703809319030648,0.6763576185699847,Not Significant
CKLF,CKLF,0.37474212941357266,0.044809091243459234,0.21068925207097902,Not Significant,8.421609142055912,8.04686701264234,0.6763576185699847,Not Significant
RAB28,RAB28,-0.32060554982095013,0.04485779482346493,0.21071422372972895,Not Significant,8.253470104332138,8.574075654153088,0.6763061474538951,Not Significant
PNN,PNN,0.27950158399461245,0.04493968168206885,0.21102321495225232,Not Significant,9.99813516852253,9.718633584527918,0.6756697647446472,Not Significant
NYNRIN,NYNRIN,-0.2050197728165859,0.04495753198856899,0.21103139612405672,Not Significant,7.0688383496525615,7.273858122469147,0.6756529278819411,Not Significant
IGLL1,IGLL1,0.2869684688931837,0.045049626899229665,0.21138795200816898,Not Significant,8.477971015865354,8.19100254697217,0.6749197688047337,Not Significant
BMP2K,BMP2K,0.2720126884447236,0.04511263858667323,0.21160783319871318,Not Significant,7.817401315286318,7.545388626841595,0.6744682598315079,Not Significant
GDF3,GDF3,0.37587145926686816,0.04529136937880411,0.21208370356689216,Not Significant,9.658416704090675,9.282545244823806,0.6734927012282794,Not Significant
DDN,DDN,-0.38418286736063756,0.04525917221647562,0.21208370356689216,Not Significant,8.716626172466501,9.100809039827139,0.6734927012282794,Not Significant
RNPS1,RNPS1,0.25203772063200347,0.04528503470656977,0.21208370356689216,Not Significant,9.828698761371715,9.576661040739712,0.6734927012282794,Not Significant
LNPEP,LNPEP,-0.602270586820894,0.04524668587983485,0.21208370356689216,Not Significant,7.136429857809657,7.738700444630551,0.6734927012282794,Not Significant
KLF6,KLF6,-0.2494922073786725,0.04529503111061478,0.21208370356689216,Not Significant,8.098708685467056,8.348200892845728,0.6734927012282794,Not Significant
LOC100288570,LOC100288570,-0.32444028609727127,0.04531287244029092,0.21209144045739597,Not Significant,8.820302735777457,9.144743021874728,0.6734768582968838,Not Significant
CLASP1,CLASP1,-0.3228365352398308,0.045383311616806345,0.2123452733899214,Not Significant,7.630262923353154,7.953099458592985,0.6729574015606158,Not Significant
XPO7,XPO7,-0.27274602735291964,0.045422883050157,0.2124545486755112,Not Significant,8.30197277007811,8.57471879743103,0.6727339661817774,Not Significant
DHRS12,DHRS12,-0.3287980028822499,0.04544082076684791,0.21246259559831354,Not Significant,6.790763671032542,7.1195616739147916,0.6727175171671077,Not Significant
GPSM2,GPSM2,0.3504798697173186,0.04547747167807232,0.21255810076861414,Not Significant,7.702282321232888,7.351802451515569,0.6725223390522185,Not Significant
DCAF8,DCAF8,-0.26923374976711756,0.04550946849089233,0.21263179268872343,Not Significant,7.686947681876563,7.956181431643681,0.6723717992812727,Not Significant
GPR4,GPR4,-0.33167407196628673,0.04553036158017274,0.2126535711450421,Not Significant,9.897941400144989,10.229615472111275,0.6723273196719742,Not Significant
TMEM35A,TMEM35A,-0.2429819926697423,0.04560492562433274,0.21292591967369323,Not Significant,9.947123741630593,10.190105734300335,0.6717714682653825,Not Significant
PSMA3,PSMA3,0.5882024875944207,0.04563503589906891,0.21295780641249545,Not Significant,9.335073556580825,8.746871068986405,0.6717064353285251,Not Significant
GZMA,GZMA,0.4326140383441057,0.04564426535426969,0.21295780641249545,Not Significant,9.168216731518939,8.735602693174833,0.6717064353285251,Not Significant
ANGPTL8,ANGPTL8,-0.37557107339131335,0.04572775462783055,0.21327138247746813,Not Significant,6.236508917716514,6.612079991107827,0.6710674158395068,Not Significant
COL4A3BP,COL4A3BP,-0.2539994278249402,0.04579347321492238,0.21335003292627955,Not Significant,8.320194144548553,8.574193572373494,0.6709072857800598,Not Significant
THAP12,THAP12,-0.23223546403594142,0.045761789776029016,0.21335003292627955,Not Significant,10.784817492021785,11.017052956057727,0.6709072857800598,Not Significant
LOC100420758,LOC100420758,-0.33760414042372666,0.04578120291379434,0.21335003292627955,Not Significant,8.035834318262905,8.373438458686632,0.6709072857800598,Not Significant
BAMBI,BAMBI,0.2564109150391527,0.04583983992735307,0.21349013255892377,Not Significant,10.272951362331558,10.016540447292405,0.6706221931178458,Not Significant
CER1,CER1,-0.2289786301772736,0.045920347436998056,0.21372069433065805,Not Significant,10.874630011583454,11.103608641760728,0.670153423561359,Not Significant
N6AMT1,N6AMT1,-0.3293788169553862,0.045921971951820656,0.21372069433065805,Not Significant,6.434315322992185,6.763694139947571,0.670153423561359,Not Significant
EED,EED,0.3614623966563002,0.045954475934766446,0.2137960188996361,Not Significant,8.358308956045413,7.9968465593891125,0.6700003860590342,Not Significant
KLK13,KLK13,-0.21461910871233236,0.04602400058350687,0.2140434617126459,Not Significant,9.704812868800532,9.919431977512865,0.6694980338212048,Not Significant
ABCE1,ABCE1,0.26105838542312476,0.04608836101023248,0.21421477369130676,Not Significant,10.12225929383058,9.861200908407456,0.6691505806033371,Not Significant
ALOX12B,ALOX12B,-0.3883264916219229,0.04609353843491289,0.21421477369130676,Not Significant,7.3082235095642085,7.696550001186131,0.6691505806033371,Not Significant
PLXNB3,PLXNB3,-0.44599689733336945,0.046255082292319796,0.21488930252187294,Not Significant,6.915712170176351,7.361709067509721,0.6677852037331142,Not Significant
GTPBP2,GTPBP2,-0.3936061275030234,0.0462887237586004,0.21489318567024232,Not Significant,8.490975320110602,8.884581447613625,0.6677773559033138,Not Significant
NTRK1,NTRK1,-0.32850992433993387,0.046282501069820306,0.21489318567024232,Not Significant,5.436272575821132,5.764782500161066,0.6677773559033138,Not Significant
RNF103,RNF103,0.2520532496854866,0.04634333190536678,0.21507048929940142,Not Significant,10.522627563125814,10.270574313440328,0.6674191768448836,Not Significant
RHOG,RHOG,-0.2072871568834671,0.046381960671417345,0.21509736876327032,Not Significant,11.179681020309584,11.38696817719305,0.6673649022047348,Not Significant
ENO2,ENO2,0.44094479145363774,0.04637182040749491,0.21509736876327032,Not Significant,7.6418015112980395,7.200856719844402,0.6673649022047348,Not Significant
ALDOC,ALDOC,-0.3375029579554809,0.04645051512583958,0.21528632158612118,Not Significant,10.490051470766057,10.827554428721538,0.6669835625981618,Not Significant
KLHL21,KLHL21,-0.3190094516741633,0.046483033425538854,0.21528632158612118,Not Significant,5.860921567564889,6.179931019239052,0.6669835625981618,Not Significant
BMP4,BMP4,-0.22124551690063488,0.04647458125998421,0.21528632158612118,Not Significant,6.033680269720595,6.2549257866212296,0.6669835625981618,Not Significant
WDR83OS,WDR83OS,-0.24356974291078082,0.04648843628479787,0.21528632158612118,Not Significant,8.48480964882564,8.728379391736421,0.6669835625981618,Not Significant
EXOC1,EXOC1,-0.2631192273946166,0.04651048973966523,0.21531234137079652,Not Significant,10.12322035436668,10.386339581761296,0.6669310763742569,Not Significant
ABHD14A,ABHD14A,-0.1899993414477379,0.04655993595697378,0.21546510807923475,Not Significant,10.58276924062915,10.772768582076887,0.6666230484523719,Not Significant
JTB,JTB,0.2630413239827938,0.046689535064932994,0.21575999960694434,Not Significant,11.502905696781083,11.239864372798289,0.6660290673463309,Not Significant
DUSP9,DUSP9,-0.2631244029936681,0.04668242100441752,0.21575999960694434,Not Significant,9.067576396245588,9.330700799239256,0.6660290673463309,Not Significant
ARID5B,ARID5B,-0.2761814175055104,0.046676445889238305,0.21575999960694434,Not Significant,11.434948698754509,11.71113011626002,0.6660290673463309,Not Significant
RIC3,RIC3,-0.455687775506858,0.04667073790353002,0.21575999960694434,Not Significant,7.948016043786376,8.403703819293234,0.6660290673463309,Not Significant
LOC100996782,LOC100996782,-0.25421677821101607,0.046746146744292616,0.21586932269896988,Not Significant,6.947921007132618,7.202137785343634,0.6658090710941166,Not Significant
GABRB3,GABRB3,-0.37741831667494896,0.04674232892532285,0.21586932269896988,Not Significant,5.22401033146202,5.601428648136969,0.6658090710941166,Not Significant
TRPC7,TRPC7,-0.22419536523243444,0.04676643531334873,0.21588691650464473,Not Significant,5.754570849012352,5.978766214244787,0.6657736766190369,Not Significant
RNF208,RNF208,-0.32410417072544817,0.046895033524526314,0.21598080184341384,Not Significant,7.82269459639153,8.146798767116978,0.66558485081211,Not Significant
PODNL1,PODNL1,0.4285695876185489,0.04684008190408398,0.21598080184341384,Not Significant,8.529010443164745,8.100440855546196,0.66558485081211,Not Significant
EFHD1,EFHD1,0.32173207318600383,0.04686655590010772,0.21598080184341384,Not Significant,10.71630608073249,10.394574007546487,0.66558485081211,Not Significant
PEX14,PEX14,-0.22493173646649822,0.04681991829701726,0.21598080184341384,Not Significant,8.24593338154399,8.470865118010488,0.66558485081211,Not Significant
CASP6,CASP6,0.29770541518258753,0.04683361329978796,0.21598080184341384,Not Significant,8.718416209531524,8.420710794348937,0.66558485081211,Not Significant
PRPF40A,PRPF40A,0.200554429770877,0.04690217397485019,0.21598080184341384,Not Significant,10.404652969811405,10.204098540040528,0.66558485081211,Not Significant
TAZ,TAZ,-0.19456177408597952,0.04689776736847484,0.21598080184341384,Not Significant,9.170784711152255,9.365346485238234,0.66558485081211,Not Significant
MMP3,MMP3,0.3234384824990588,0.04694061853064194,0.21608188452914268,Not Significant,10.077696123727561,9.754257641228502,0.6653816411630774,Not Significant
GATAD1,GATAD1,-0.2955373497130278,0.04700704472254683,0.2163116589076523,Not Significant,8.417044367571124,8.712581717284152,0.6649200720412564,Not Significant
PCIF1,PCIF1,-0.22408212676444705,0.047037138550188144,0.21637414050070747,Not Significant,8.141760815037207,8.365842941801654,0.6647946442536558,Not Significant
ATP5G3,ATP5G3,-0.28742221733966034,0.04708741383717791,0.21652938177636638,Not Significant,10.130672113660935,10.418094331000596,0.6644831640794235,Not Significant
TMEM177,TMEM177,-0.342471952818598,0.0471119556124593,0.21656622122064187,Not Significant,7.007347342439392,7.34981929525799,0.6644092812355752,Not Significant
ZNF613,ZNF613,-0.24510755936617912,0.04716356919515094,0.2167274359963776,Not Significant,6.29413579505673,6.539243354422909,0.6640861069191829,Not Significant
GREM2,GREM2,-0.30544256440537687,0.04723173755356695,0.21688853616869283,Not Significant,6.500694718617615,6.806137283022992,0.6637634023899194,Not Significant
KALRN,KALRN,-0.3248536253840122,0.04722181694691388,0.21688853616869283,Not Significant,8.780906111793827,9.10575973717784,0.6637634023899194,Not Significant
ZNF780A,ZNF780A,-0.28611612172346934,0.047377885859393,0.21717903521480325,Not Significant,6.85277204098597,7.138888162709439,0.6631821004918875,Not Significant
ADORA2B,ADORA2B,-0.22339663071181093,0.04735711901613887,0.21717903521480325,Not Significant,10.02584567389515,10.24924230460696,0.6631821004918875,Not Significant
CECR1,CECR1,-0.42074753466139647,0.0473710847382869,0.21717903521480325,Not Significant,9.980612161756845,10.401359696418242,0.6631821004918875,Not Significant
LOC100506124,LOC100506124,-0.25607661368541823,0.04736977670097403,0.21717903521480325,Not Significant,5.889141430722703,6.1452180444081215,0.6631821004918875,Not Significant
S100A5,S100A5,-0.23280529507757386,0.04734709221061734,0.21717903521480325,Not Significant,6.164390778110363,6.397196073187937,0.6631821004918875,Not Significant
MIR6789,MIR6789,-0.3178064830885621,0.047466427211882094,0.21743274926673684,Not Significant,9.110057805537183,9.427864288625745,0.6626750427949394,Not Significant
AKAP3,AKAP3,-0.2566803038244503,0.047459439220714494,0.21743274926673684,Not Significant,7.564066566839753,7.820746870664204,0.6626750427949394,Not Significant
IL2,IL2,-0.26383676509954324,0.04749585243749893,0.21749149345811727,Not Significant,7.751647387558864,8.015484152658408,0.662557724532082,Not Significant
UBAP2L,UBAP2L,0.2511994687253196,0.04763284832408181,0.21804260862816066,Not Significant,9.46681193691986,9.215612468194541,0.66145863078102,Not Significant
POLH,POLH,-0.21443467612746758,0.04766804913140112,0.21812752765298155,Not Significant,8.891831981500589,9.106266657628057,0.6612895230806682,Not Significant
COL11A2,COL11A2,-0.232815520557498,0.047747110789219185,0.2184130232016622,Not Significant,9.580564014477734,9.813379535035232,0.6607214697402198,Not Significant
PARK2,PARK2,-0.3567201361432506,0.0478419390287844,0.21877041648031567,Not Significant,9.851427483704635,10.208147619847885,0.6600114064154176,Not Significant
CCP110,CCP110,0.6112929863924599,0.04790460499046973,0.2189805408165192,Not Significant,8.665193487339552,8.053900500947092,0.6595944759885878,Not Significant
C19orf24,C19orf24,-0.1764748487303791,0.04798907950820567,0.2190564325056803,Not Significant,9.480769016397597,9.657243865127976,0.6594439894125127,Not Significant
E2F3,E2F3,0.23520532602684696,0.04800481014608107,0.2190564325056803,Not Significant,8.984806904793212,8.749601578766365,0.6594439894125127,Not Significant
TNFRSF21,TNFRSF21,-0.33296724158055824,0.047985919592413176,0.2190564325056803,Not Significant,9.051923411835721,9.38489065341628,0.6594439894125127,Not Significant
KRT38,KRT38,-0.257469985898803,0.04796192456548474,0.2190564325056803,Not Significant,10.533144677351059,10.790614663249862,0.6594439894125127,Not Significant
S1PR2,S1PR2,-0.2306485723641858,0.04795657707742619,0.2190564325056803,Not Significant,7.211503914408531,7.4421524867727165,0.6594439894125127,Not Significant
HPR,HPR,-0.348322673733108,0.04804551020319815,0.21916581795685897,Not Significant,6.242081432628278,6.590404106361386,0.6592271793405281,Not Significant
PROS1,PROS1,-0.40960641680502796,0.048116748824984235,0.21926174829778033,Not Significant,9.190688714956677,9.600295131761705,0.659037127338415,Not Significant
ATP4B,ATP4B,-0.3044350201669239,0.04810740390955701,0.21926174829778033,Not Significant,8.350705639529183,8.655140659696107,0.659037127338415,Not Significant
PTPN20,PTPN20,0.366354173600997,0.048110386125720925,0.21926174829778033,Not Significant,5.2220638715527565,4.8557096979517596,0.659037127338415,Not Significant
IGFBP5,IGFBP5,-0.24044554548119734,0.0481815289227779,0.21940431366608038,Not Significant,9.446526587850437,9.686972133331635,0.6587548380969546,Not Significant
ZKSCAN7,ZKSCAN7,-0.410114091525978,0.04817433929240643,0.21940431366608038,Not Significant,6.63942651090201,7.049540602427988,0.6587548380969546,Not Significant
EGR4,EGR4,-0.3276437858368535,0.048212409575281785,0.21946865109303915,Not Significant,8.735851595958069,9.063495381794922,0.6586275056251376,Not Significant
NLRP3,NLRP3,-0.2183148958562846,0.0482631166121994,0.21962316454894906,Not Significant,6.739123437653347,6.957438333509631,0.6583218549996384,Not Significant
MYBL1,MYBL1,0.24081014500473863,0.04828411835043544,0.21964244253786622,Not Significant,8.878448635572596,8.637638490567857,0.6582837353559458,Not Significant
FGF9,FGF9,-0.4392123003554129,0.048311024481344854,0.21968855665744497,Not Significant,8.59977196022602,9.038984260581433,0.6581925644265958,Not Significant
NAV2,NAV2,0.2926407046980426,0.04835040487803478,0.21973343953209712,Not Significant,10.365132746463075,10.072492041765033,0.6581038461328818,Not Significant
CPNE6,CPNE6,-0.1974958471247339,0.04835443906350935,0.21973343953209712,Not Significant,6.778555270833955,6.976051117958689,0.6581038461328818,Not Significant
KIF24,KIF24,-0.268929352458545,0.04842017181864812,0.21995584985995456,Not Significant,5.4815269682117505,5.750456320670295,0.6576644832069456,Not Significant
USPL1,USPL1,-0.214861425051172,0.04843783031862638,0.21995979722853526,Not Significant,11.254459290526109,11.46932071557728,0.6576566893473544,Not Significant
FXYD1,FXYD1,-0.3503111770069296,0.04846776260118952,0.22001945871038942,Not Significant,9.133599694005248,9.483910871012178,0.6575389081012594,Not Significant
DIS3,DIS3,-0.3925941063033225,0.04849263708118913,0.22002563135688072,Not Significant,8.7262295235328,9.118823629836122,0.65752672413934,Not Significant
SLN,SLN,-0.2200100940451275,0.0485027114997841,0.22002563135688072,Not Significant,10.488846862124605,10.708856956169733,0.65752672413934,Not Significant
NME1,NME1,0.3342370293602457,0.048549454300117686,0.22012499516037648,Not Significant,10.432536677129464,10.098299647769219,0.657330640572977,Not Significant
OR1D5,OR1D5,-0.3521416292789006,0.04855821967891673,0.22012499516037648,Not Significant,6.258901770369646,6.611043399648547,0.657330640572977,Not Significant
DDX21,DDX21,0.20597007692092362,0.048620059736963935,0.2202546488850697,Not Significant,11.664001865265544,11.45803178834462,0.6570749162243121,Not Significant
TFPI2,TFPI2,-0.3636512937234482,0.04862044459015507,0.2202546488850697,Not Significant,7.8724358530997485,8.236087146823197,0.6570749162243121,Not Significant
ZFP36L2,ZFP36L2,-0.2588861382224472,0.04867328908621529,0.2204178224398571,Not Significant,9.627596032877488,9.886482171099935,0.6567532924230232,Not Significant
PCDHB3,PCDHB3,-0.2029032582857475,0.04878310677843319,0.2207909114946574,Not Significant,6.781095048335654,6.983998306621402,0.6560188076138338,Not Significant
ORC5,ORC5,0.26220130330525215,0.048789381633236636,0.2207909114946574,Not Significant,8.4005388500654,8.138337546760148,0.6560188076138338,Not Significant
PRKAA1,PRKAA1,-0.3682350571737327,0.04883720131464115,0.22093099945549508,Not Significant,7.223778874869284,7.592013932043017,0.6557433427618334,Not Significant
IFT81,IFT81,0.41317850284180135,0.048874288611724534,0.22102245602423304,Not Significant,7.692608475741432,7.279429972899631,0.6555635994734342,Not Significant
PELO,PELO,-0.31243777457589417,0.048949491922827264,0.2211339393740216,Not Significant,8.267204230212302,8.579642004788196,0.6553445973051194,Not Significant
PUF60,PUF60,0.6050506889308913,0.04896458193645947,0.2211339393740216,Not Significant,9.060869648781251,8.45581895985036,0.6553445973051194,Not Significant
