gene,gene,log2FC,pvalue,adj_pvalue,regulation,test_type,mean_tumor,mean_normal,neg_log10_pval,mechanistic_note
GHR,GHR,-1.2272561334091687,1.5669020777523155e-16,8.123588633249966e-16,Downregulated,welch_ttest,9.75291727068021,10.98017340408938,15.090252076753309,Transcriptional Driver
C1orf210,C1orf210,-2.000832216301408,1.577133032105376e-16,8.174074921008794e-16,Downregulated,welch_ttest,7.125328481879077,9.126160698180485,15.087561385999079,Transcriptional Driver
LSP1,LSP1,1.5473491549425624,1.5849385029132967e-16,8.211962618219519e-16,Upregulated,welch_ttest,8.47112795275644,6.923778797813878,15.085553036254433,Transcriptional Driver
PIGR,PIGR,-4.02749323031418,1.5914657072211613e-16,8.243205693760342e-16,Downregulated,welch_ttest,9.896738774885065,13.924232005199245,15.08390386301563,Transcriptional Driver
VPS13B,VPS13B,0.6231029125839509,1.592952384131687e-16,8.248329334448274e-16,Not Significant,welch_ttest,10.67887807896538,10.055775166381428,15.083634007123402,Not Significant
CCDC85A,CCDC85A,1.572141942617507,1.5984778138198866e-16,8.274355964137908e-16,Upregulated,welch_ttest,7.940269601699238,6.368127659081731,15.082265799619442,Transcriptional Driver
TMEM25,TMEM25,-0.9994691899291039,1.6264774459409638e-16,8.415424351152995e-16,Not Significant,welch_ttest,7.470665949504412,8.470135139433516,15.074923979662309,Not Significant
HEY2,HEY2,0.9934727453927774,1.6267451776505038e-16,8.415424351152995e-16,Not Significant,welch_ttest,8.68633760991604,7.692864864523262,15.074923979662309,Not Significant
CLUHP3,CLUHP3,-0.9403491173338345,1.7101653767789057e-16,8.844211461944559e-16,Not Significant,welch_ttest,8.745071436876119,9.685420554209953,15.053340882142876,Not Significant
ACY3,ACY3,-1.5308239491882158,1.7129760085689336e-16,8.855984478351394e-16,Downregulated,welch_ttest,8.249388276222962,9.780212225411178,15.052763153305062,Transcriptional Driver
S1PR1,S1PR1,1.0429150550782857,1.7162596895812927e-16,8.870195029070397e-16,Upregulated,welch_ttest,9.72944212099818,8.686527065919893,15.052066831226005,Transcriptional Driver
ZNF10,ZNF10,-0.7407492962523703,1.7244288825984011e-16,8.909638788869272e-16,Not Significant,welch_ttest,7.657230471755862,8.397979768008232,15.050139902605185,Not Significant
GMIP,GMIP,1.3163125744878963,1.7261490765337634e-16,8.912971563042602e-16,Upregulated,welch_ttest,8.399165454323253,7.0828528798353565,15.049977479096935,Transcriptional Driver
MAL2,MAL2,-1.91152783944238,1.7259699805055888e-16,8.912971563042602e-16,Downregulated,welch_ttest,10.096506974006443,12.008034813448823,15.049977479096935,Transcriptional Driver
NOTCH4,NOTCH4,0.9955992082159266,1.7395032200666036e-16,8.979129324005072e-16,Not Significant,welch_ttest,9.824154988625644,8.828555780409717,15.046765773367497,Not Significant
ARF1,ARF1,0.8405800731612869,1.7524747306149076e-16,9.043271407903881e-16,Not Significant,welch_ttest,8.536078020486235,7.695497947324948,15.043674434857556,Not Significant
VGLL1,VGLL1,-3.107008443116822,1.8238002829988619e-16,9.4084034511889e-16,Downregulated,welch_ttest,2.513177646865053,5.620186089981875,15.026484067451166,Transcriptional Driver
F12,F12,1.4633848343941356,1.8341892566943175e-16,9.459053771692622e-16,Upregulated,welch_ttest,8.05403514098109,6.590650306586955,15.024152305700314,Transcriptional Driver
SOD3,SOD3,-0.822840864956607,1.8470485876127404e-16,9.522408452306976e-16,Not Significant,welch_ttest,8.401279509864201,9.224120374820808,15.021253193920261,Not Significant
UBXN10,UBXN10,1.695846176427751,1.857797770585839e-16,9.57484831716295e-16,Upregulated,welch_ttest,7.758255002841746,6.062408826413995,15.018868097311394,Transcriptional Driver
SPAG16,SPAG16,-0.7498911494391631,1.8678890820478463e-16,9.623866059774175e-16,Not Significant,welch_ttest,9.683725094358422,10.433616243797585,15.016650429922759,Not Significant
PGGHG,PGGHG,1.7102370850742385,1.8742140989074256e-16,9.653454414378726e-16,Upregulated,welch_ttest,10.041013416657133,8.330776331582895,15.015317249905179,Transcriptional Driver
MCM6,MCM6,0.664356678256258,1.8853514917496611e-16,9.707803643853846e-16,Not Significant,welch_ttest,10.80749392573638,10.143137247480121,15.012879016564781,Not Significant
GPI,GPI,0.6297275359657437,1.8963220043316092e-16,9.761260115435605e-16,Not Significant,welch_ttest,12.875296837870895,12.245569301905151,15.010494114110482,Not Significant
MPDZ,MPDZ,-0.879368934919162,1.915718764415258e-16,9.85804379702203e-16,Not Significant,welch_ttest,10.120622631401034,10.999991566320196,15.006209256706478,Not Significant
PLCB4,PLCB4,1.2943810834087,1.9196996743959569e-16,9.875464040175293e-16,Upregulated,welch_ttest,9.533684118367281,8.239303034958581,15.005442488070862,Transcriptional Driver
/PWRN1,/PWRN1,-2.8404998726854367,1.9681112043525766e-16,1.0121365933053883e-15,Downregulated,welch_ttest,3.2736266893986135,6.11412656208405,14.994760873152622,Transcriptional Driver
TNFRSF9,TNFRSF9,2.0763771293103783,1.9757602088582944e-16,1.0157551709417215e-15,Upregulated,welch_ttest,7.797245578435811,5.720868449125432,14.993210958117238,Transcriptional Driver
ZSCAN21,ZSCAN21,-0.6170735485485004,1.9797297236910406e-16,1.0174804345566476e-15,Not Significant,welch_ttest,9.146548386471686,9.763621935020186,14.992473933204247,Not Significant
PRNP,PRNP,-0.6039384870977607,1.9910167354655747e-16,1.0229642849091796e-15,Not Significant,welch_ttest,12.71503924863842,13.31897773573618,14.990139528690214,Not Significant
PLEKHA7,PLEKHA7,-0.8813905444717669,1.9994886155303839e-16,1.0269987994266965e-15,Not Significant,welch_ttest,9.365931961544744,10.247322506016511,14.988430064097624,Not Significant
PAWR,PAWR,-0.7544324760448191,2.005051359868098e-16,1.0295370562593083e-15,Not Significant,welch_ttest,10.381666192208963,11.136098668253782,14.98735801714764,Not Significant
SLC29A4,SLC29A4,2.0389790310160185,2.0200548802098556e-16,1.0369198115752138e-15,Upregulated,welch_ttest,7.4157637306951205,5.376784699679102,14.984254827735302,Transcriptional Driver
MRPL35,MRPL35,-0.7093659177097749,2.0531111836361906e-16,1.0535618515842786e-15,Not Significant,welch_ttest,8.835683826104091,9.545049743813866,14.977339963128264,Not Significant
RMST,RMST,-3.0797001272087368,2.060196404619348e-16,1.0568705565776235e-15,Downregulated,welch_ttest,5.482706645232565,8.562406772441301,14.975978200967468,Transcriptional Driver
NCF1,NCF1,1.6613205798388053,2.0719898631645535e-16,1.0625917702217228e-15,Upregulated,welch_ttest,8.207450148554104,6.5461295687152985,14.973633552026069,Transcriptional Driver
PIP5K1B,PIP5K1B,-1.081841600093826,2.1012534702698103e-16,1.0772660030016528e-15,Downregulated,welch_ttest,8.225781515477788,9.307623115571614,14.967677045660398,Transcriptional Driver
PCED1A,PCED1A,0.6224992538681597,2.1074331239555917e-16,1.080100191504906e-15,Not Significant,welch_ttest,10.184228194301536,9.561728940433376,14.966535956920913,Not Significant
/PCDHGA2,/PCDHGA2,0.9608644199955769,2.117288007501268e-16,1.08481567257018e-15,Not Significant,welch_ttest,10.448486773057478,9.487622353061901,14.964644049083963,Not Significant
BACE1,BACE1,-0.5979344697770888,2.1240726232073576e-16,1.0879556408025329e-15,Not Significant,welch_ttest,8.724381390210125,9.322315859987214,14.96338881175863,Not Significant
ALDH3A2,ALDH3A2,-1.1982298017190498,2.1367231851882217e-16,1.0940972949481382e-15,Downregulated,welch_ttest,11.524711047605585,12.722940849324635,14.960944055717173,Transcriptional Driver
ARRDC3,ARRDC3,0.9165466820541042,2.1916325977846217e-16,1.1218668870413409e-15,Not Significant,welch_ttest,12.422720598465316,11.506173916411212,14.950058670399786,Not Significant
DACH2,DACH2,-1.5490877301814931,2.1990754773108414e-16,1.1253293646238812e-15,Downregulated,welch_ttest,4.945316609001529,6.494404339183022,14.9487203483937,Transcriptional Driver
LOC153577,LOC153577,2.0383991318151358,2.203343463934465e-16,1.1268765253767672e-15,Upregulated,welch_ttest,6.133550545176828,4.095151413361692,14.948123668057969,Transcriptional Driver
/KLRC1,/KLRC1,2.0160992397589093,2.203458199801857e-16,1.1268765253767672e-15,Upregulated,welch_ttest,6.746536891869199,4.7304376521102895,14.948123668057969,Transcriptional Driver
ZNF485,ZNF485,1.077425933549562,2.2132115898457827e-16,1.131515515252639e-15,Upregulated,welch_ttest,6.663936717072046,5.586510783522484,14.946339486656306,Transcriptional Driver
LRRN2,LRRN2,-2.076757505710618,2.2327381694989868e-16,1.1411466969880764e-15,Downregulated,welch_ttest,5.275460110645665,7.352217616356283,14.942658522455366,Transcriptional Driver
FABP3,FABP3,-1.4973955484475692,2.258904535305351e-16,1.1541644744333655e-15,Downregulated,welch_ttest,9.367477533244477,10.864873081692046,14.937732297550317,Transcriptional Driver
ZNF267,ZNF267,0.8935831511686416,2.2734946165108034e-16,1.1612612674599235e-15,Not Significant,welch_ttest,9.791101711918516,8.897518560749875,14.935070059115047,Not Significant
ZBTB25,ZBTB25,0.7725725117379474,2.329286263580601e-16,1.1893922466943752e-15,Not Significant,welch_ttest,7.613930060995979,6.841357549258031,14.924674896868206,Not Significant
LAMP3,LAMP3,2.199594645616423,2.3479786978530315e-16,1.1985679436700512e-15,Upregulated,welch_ttest,7.748732926978377,5.549138281361954,14.921337341918509,Transcriptional Driver
PLEKHG2,PLEKHG2,1.3526499209230094,2.381327912182402e-16,1.2152175064322629e-15,Upregulated,welch_ttest,7.892451855772851,6.539801934849842,14.915345982650729,Transcriptional Driver
/CD8B,/CD8B,2.064948428519034,2.386193886168343e-16,1.2173259886975732e-15,Upregulated,welch_ttest,7.22840663456579,5.163458206046756,14.914593106129365,Transcriptional Driver
EDNRA,EDNRA,1.3735230948224473,2.3872936378888517e-16,1.2175124120638931e-15,Upregulated,welch_ttest,10.308524703084121,8.935001608261674,14.914526602628005,Transcriptional Driver
EXOSC9,EXOSC9,1.089460710226227,2.4085795779645117e-16,1.2279904490360273e-15,Upregulated,welch_ttest,9.338590135920454,8.249129425694226,14.910805011001921,Transcriptional Driver
TMEM255B,TMEM255B,1.052938956756945,2.4222224690134545e-16,1.2345665089530612e-15,Upregulated,welch_ttest,7.942073040982466,6.889134084225521,14.908485508653667,Transcriptional Driver
CD276,CD276,0.7470495279224316,2.4246511101255776e-16,1.2354245668679187e-15,Not Significant,welch_ttest,9.237488618168177,8.490439090245745,14.908183766808351,Not Significant
RBP4,RBP4,-3.2729534140214565,2.425975223244198e-16,1.2357194839136346e-15,Downregulated,welch_ttest,9.60943220070975,12.882385614731206,14.908080105634783,Transcriptional Driver
AFF3,AFF3,1.4783202740157364,2.451947872341979e-16,1.2485655934714375e-15,Upregulated,welch_ttest,9.21934538430866,7.741025110292924,14.903588637025567,Transcriptional Driver
NDUFAF1,NDUFAF1,-0.6279204518220123,2.464235347994266e-16,1.2544372757060157e-15,Not Significant,welch_ttest,9.991788959009243,10.619709410831256,14.901551049371925,Not Significant
HAVCR1,HAVCR1,1.961336045237113,2.468733909470543e-16,1.256341565961375e-15,Upregulated,welch_ttest,9.149273474616713,7.1879374293796,14.900892271390608,Transcriptional Driver
CLK4,CLK4,0.7300481367074418,2.585885539065445e-16,1.3155563742775415e-15,Not Significant,welch_ttest,11.544953472349532,10.81490533564209,14.880890536773963,Not Significant
LOC143286,LOC143286,-1.262823129184385,2.652161310237482e-16,1.3488599547158726e-15,Downregulated,welch_ttest,6.319958122931317,7.582781252115702,14.870033138579664,Transcriptional Driver
C2orf47,C2orf47,-1.0456767625065666,2.653127814658983e-16,1.3489377236137976e-15,Downregulated,welch_ttest,10.550881444909427,11.596558207415994,14.870008099931649,Transcriptional Driver
DMPK,DMPK,-0.9189958053865457,2.6750565380011084e-16,1.3596700613138682e-15,Not Significant,welch_ttest,7.878208085189568,8.797203890576114,14.86656646511129,Not Significant
STK33,STK33,-2.633562030909766,2.723220011989817e-16,1.3837262580076975e-15,Downregulated,welch_ttest,5.419468346184057,8.053030377093823,14.858949817679402,Transcriptional Driver
PLA2G4F,PLA2G4F,-1.4228182667429365,2.737539731756364e-16,1.390576248545359e-15,Downregulated,welch_ttest,5.911124620030423,7.333942886773359,14.856805192765576,Transcriptional Driver
RMDN1,RMDN1,-0.5875703344809562,2.7688463629472193e-16,1.4060481683817731e-15,Not Significant,welch_ttest,10.087233177749876,10.674803512230833,14.851999801006041,Not Significant
LIME1,LIME1,-1.5713751582033098,2.774200398052092e-16,1.408335658288539e-15,Downregulated,welch_ttest,8.20564899207375,9.77702415027706,14.851293824476993,Transcriptional Driver
LARGE2,LARGE2,-1.1476949705418882,2.780739878231641e-16,1.4112233603024367e-15,Downregulated,welch_ttest,7.422464059738244,8.570159030280132,14.850404243177055,Transcriptional Driver
IL15,IL15,0.6717248112639052,2.7847614893408996e-16,1.4128318694391712e-15,Not Significant,welch_ttest,9.684454574173678,9.012729762909773,14.84990951721677,Not Significant
AMZ2P1,AMZ2P1,0.6327136419711099,2.8018946430868847e-16,1.4210894213025558e-15,Not Significant,welch_ttest,9.317364506686578,8.684650864715469,14.847378593461412,Not Significant
DDHD1,DDHD1,0.7698304136105509,2.828321851612018e-16,1.4340543210925768e-15,Not Significant,welch_ttest,9.202838769425487,8.433008355814936,14.843434397549713,Not Significant
LIMD2,LIMD2,1.796668823930851,2.8386511736862454e-16,1.4388516190681121e-15,Upregulated,welch_ttest,6.136127125026723,4.339458301095872,14.841983990179134,Transcriptional Driver
TOPORS-AS1,TOPORS-AS1,-0.9190480721574845,2.8418247515423494e-16,1.4400199994062395e-15,Not Significant,welch_ttest,7.989260237849671,8.908308310007156,14.841631476257906,Not Significant
IFNAR1,IFNAR1,0.6002817595336136,2.863618323258419e-16,1.4506199755461224e-15,Not Significant,welch_ttest,9.777833447597773,9.17755168806416,14.838446346445675,Not Significant
IFITM1,IFITM1,0.9708727547825049,2.86949514092527e-16,1.453153006613958e-15,Not Significant,welch_ttest,12.99279403921314,12.021921284430634,14.837688655192919,Not Significant
PIGH,PIGH,-0.7606328559033724,2.98089266982268e-16,1.5091053577300772e-15,Not Significant,welch_ttest,8.990005382914683,9.750638238818055,14.821280439029227,Not Significant
NAGS,NAGS,-1.3632910768995599,3.014888876574771e-16,1.5258503532847895e-15,Downregulated,welch_ttest,7.674313219179912,9.037604296079472,14.816488057422756,Transcriptional Driver
SPATA18,SPATA18,1.192720906312367,3.0184652949896535e-16,1.5271942200466419e-15,Upregulated,welch_ttest,10.578943837410584,9.386222931098217,14.816105728280315,Transcriptional Driver
RASSF1,RASSF1,0.7038669486343547,3.1333643633052666e-16,1.5848438420866783e-15,Not Significant,welch_ttest,8.990098333786966,8.286231385152611,14.800013523263958,Not Significant
FASLG,FASLG,1.3940889471499514,3.189005323191738e-16,1.6124949148679177e-15,Upregulated,welch_ttest,7.100495916195273,5.706406969045322,14.792501646273026,Transcriptional Driver
MSX1,MSX1,0.7396514889595789,3.209860859044653e-16,1.6225455196024495e-15,Not Significant,welch_ttest,8.278278385053781,7.538626896094202,14.78980311046913,Not Significant
KCNAB2,KCNAB2,-0.9607069267405333,3.2246755388530995e-16,1.629537349411289e-15,Not Significant,welch_ttest,8.457710663363622,9.418417590104156,14.787935680944567,Not Significant
CLEC2D,CLEC2D,1.4078926538205625,3.2787530511666363e-16,1.6563597071402447e-15,Upregulated,welch_ttest,7.73381849559039,6.325925841769828,14.780845342755201,Transcriptional Driver
PLGRKT,PLGRKT,-0.7144018017886982,3.2818548286920134e-16,1.6574216588398898e-15,Not Significant,welch_ttest,8.97049739928064,9.684899201069339,14.7805669901857,Not Significant
NCOA7,NCOA7,-0.9259375807774912,3.3209287887863793e-16,1.6766443154104195e-15,Not Significant,welch_ttest,12.512982475378507,13.438920056155998,14.775559059181798,Not Significant
PLEKHA4,PLEKHA4,2.0119089354050983,3.37397177501715e-16,1.7029056934485341e-15,Upregulated,welch_ttest,6.223219686135296,4.211310750730198,14.768809402506559,Transcriptional Driver
SMIM22,SMIM22,-1.7612505965092646,3.4330668746076177e-16,1.7322047711805934e-15,Downregulated,welch_ttest,4.920218621402621,6.681469217911886,14.761400769514328,Transcriptional Driver
HOXA7,HOXA7,-1.226435074153743,3.4535775309150133e-16,1.7420235918031919e-15,Downregulated,welch_ttest,8.59444185868807,9.820876932841813,14.758945967743644,Transcriptional Driver
ZNF300P1,ZNF300P1,-1.6508008868625161,3.584969007376766e-16,1.8077489702648045e-15,Downregulated,welch_ttest,7.155748612688015,8.806549499550531,14.742861877178093,Transcriptional Driver
SH3BGRL3,SH3BGRL3,0.8521112715603536,3.6228027346338084e-16,1.826271491037657e-15,Not Significant,welch_ttest,11.21468081983613,10.362569548275776,14.73843466037502,Not Significant
TMEM2,TMEM2,0.8848851986232731,3.698822254992832e-16,1.864026534583014e-15,Not Significant,welch_ttest,9.94109324137225,9.056208042748978,14.729547909717574,Not Significant
GATA5,GATA5,-2.1420425302097423,3.747563685557602e-16,1.8880159801441827e-15,Downregulated,welch_ttest,3.810892923988806,5.952935454198548,14.723994334159206,Transcriptional Driver
ZNF717,ZNF717,-0.6468096601493656,3.794432147946986e-16,1.911047539883385e-15,Not Significant,welch_ttest,8.047661504945257,8.694471165094622,14.71872850915,Not Significant
/SNORA48,/SNORA48,0.772365933164064,3.798059725826144e-16,1.9122936609230934e-15,Not Significant,welch_ttest,10.29414900744648,9.521783074282416,14.718445414609352,Not Significant
LEAP2,LEAP2,-1.2372140745632194,3.8295943622956684e-16,1.92749270442805e-15,Downregulated,welch_ttest,9.036486378890086,10.273700453453305,14.715007257081227,Transcriptional Driver
DRAM1,DRAM1,0.6486577431704248,3.8305720513211248e-16,1.92749270442805e-15,Not Significant,welch_ttest,11.30422798305293,10.655570239882506,14.715007257081227,Not Significant
/SNORA67,/SNORA67,1.3256979936949236,3.8363688213718135e-16,1.92982387919735e-15,Upregulated,welch_ttest,8.596752627160523,7.271054633465599,14.714482324040357,Transcriptional Driver
AIMP2,AIMP2,-0.6189708916546284,3.9770068725624544e-16,1.9999628130750833e-15,Not Significant,welch_ttest,10.548441957349322,11.16741284900395,14.698978079449237,Not Significant
/FNDC3B,/FNDC3B,0.7821291416721596,4.0345561507675144e-16,2.0282880830723285e-15,Not Significant,welch_ttest,12.552818446642794,11.770689304970634,14.692870360974222,Not Significant
KMT2E,KMT2E,0.6482180082283229,4.0551684907581637e-16,2.0380325424907656e-15,Not Significant,welch_ttest,11.609644553652467,10.961426545424144,14.69078888563316,Not Significant
PGD,PGD,-0.6159692317686023,4.16684283418231e-16,2.0935228542649304e-15,Not Significant,welch_ttest,9.727002845459886,10.342972077228488,14.67912229370422,Not Significant
AMBP,AMBP,-2.1750355644854675,4.212652596073251e-16,2.115897608085262e-15,Downregulated,welch_ttest,5.711215965313176,7.886251529798644,14.674505352383303,Transcriptional Driver
EDIL3,EDIL3,1.6506749848119924,4.219761027926444e-16,2.1188261006365974e-15,Upregulated,welch_ttest,12.244529737073076,10.593854752261084,14.673904685872069,Transcriptional Driver
MISP,MISP,-1.740313403859977,4.2248972625110055e-16,2.120762840218967e-15,Downregulated,welch_ttest,7.061505427168035,8.801818831028012,14.673507894870038,Transcriptional Driver
ANKZF1,ANKZF1,0.7259894762264008,4.285898711464905e-16,2.1507324647726433e-15,Not Significant,welch_ttest,9.594498413943073,8.868508937716673,14.667413609277432,Not Significant
LOC100505985,LOC100505985,-3.7876517840069983,4.3030614407658377e-16,2.1586916395733005e-15,Downregulated,welch_ttest,6.857567946138406,10.645219730145405,14.665809390456973,Transcriptional Driver
OASL,OASL,0.9351664939686373,4.3791463479692867e-16,2.196196202339104e-15,Not Significant,welch_ttest,7.9078488956016635,6.972682401633026,14.658328863772539,Not Significant
PRKAG2-AS1,PRKAG2-AS1,1.3142053532168703,4.3984960393845947e-16,2.205233272845376e-15,Upregulated,welch_ttest,7.896758327875641,6.58255297465877,14.656545463451915,Transcriptional Driver
AFAP1,AFAP1,0.8486670509959007,4.4214238331617747e-16,2.216058257370684e-15,Not Significant,welch_ttest,7.282874766411364,6.4342077154154635,14.654418826740516,Not Significant
STAC,STAC,-1.1042584599093823,4.515204783474903e-16,2.26237822030867e-15,Downregulated,welch_ttest,7.3395818404207285,8.44384030033011,14.645434788773086,Transcriptional Driver
CCM2,CCM2,0.7104699581902167,4.592915035720557e-16,2.300620280732533e-15,Not Significant,welch_ttest,9.382624144073269,8.672154185883052,14.638155056077576,Not Significant
ADAM9,ADAM9,0.705827634238263,4.599062158152171e-16,2.303003641865388e-15,Not Significant,welch_ttest,13.056121200099302,12.350293565861039,14.637705375261651,Not Significant
PLSCR1,PLSCR1,0.7865917418367854,4.619204851297389e-16,2.3123918005588983e-15,Not Significant,welch_ttest,12.45384780739589,11.667256065559105,14.635938579246039,Not Significant
CYTIP,CYTIP,1.237479195113858,4.634375284682657e-16,2.319285910656156e-15,Upregulated,welch_ttest,9.590033565576492,8.352554370462634,14.634645710281175,Transcriptional Driver
HELZ2,HELZ2,1.3692884591605168,4.658343646061732e-16,2.3305774789288935e-15,Upregulated,welch_ttest,7.603713008257143,6.234424549096627,14.632536454579943,Transcriptional Driver
PLEKHH1,PLEKHH1,-0.8572257372193928,4.69921053982458e-16,2.3503140497825503e-15,Not Significant,welch_ttest,9.537421777617858,10.394647514837251,14.628874103270837,Not Significant
GSS,GSS,-0.692871891462131,4.701473589086389e-16,2.350736794543194e-15,Not Significant,welch_ttest,10.593095081732521,11.285966973194652,14.628795994897464,Not Significant
RHOJ,RHOJ,1.2078962556854886,4.810168598114561e-16,2.4043592208845166e-15,Upregulated,welch_ttest,9.360619404405414,8.152723148719925,14.61900064648907,Transcriptional Driver
ALPK1,ALPK1,1.1412462912505443,4.896381822938308e-16,2.446715208689486e-15,Upregulated,welch_ttest,9.331074103239784,8.18982781198924,14.611416578458828,Transcriptional Driver
STARD13,STARD13,0.6312315136834421,4.898863572740749e-16,2.447217777524604e-15,Not Significant,welch_ttest,9.27166170509077,8.640430191407328,14.611327381130932,Not Significant
GIMAP8,GIMAP8,0.8423592357915162,4.956760332793349e-16,2.475394166196197e-15,Not Significant,welch_ttest,10.738834412417905,9.896475176626389,14.606355636902498,Not Significant
PHF19,PHF19,1.5373105357344174,4.959307028824893e-16,2.4759202209550354e-15,Upregulated,welch_ttest,7.752093402881528,6.21478286714711,14.606263353253373,Transcriptional Driver
ADAM28,ADAM28,0.9225896021885589,4.969940807170587e-16,2.4804821969563013e-15,Not Significant,welch_ttest,9.269795647228722,8.347206045040164,14.60546388565718,Not Significant
PKHD1,PKHD1,-1.4874444824585833,4.974858887520579e-16,2.4821895984078005e-15,Downregulated,welch_ttest,9.867052390313084,11.354496872771668,14.605165048623979,Transcriptional Driver
RNF39,RNF39,-1.5358299631714685,5.00081584547648e-16,2.4943900938026486e-15,Downregulated,welch_ttest,5.412792168690155,6.948622131861623,14.603035626904829,Transcriptional Driver
HEATR1,HEATR1,0.6046551639802011,5.084032239931372e-16,2.534373257307942e-15,Not Significant,welch_ttest,10.372624248059974,9.767969084079773,14.596129422739303,Not Significant
TMEM39B,TMEM39B,0.8147936802269058,5.082603456734828e-16,2.534373257307942e-15,Not Significant,welch_ttest,8.229182062076028,7.414388381849122,14.596129422739303,Not Significant
LRRC37A3,LRRC37A3,-0.6761702765856246,5.145248497956656e-16,2.5641184278966442e-15,Not Significant,welch_ttest,8.749184203371941,9.425354479957566,14.591061920107101,Not Significant
CRLS1,CRLS1,-0.6486650911999998,5.148447051890546e-16,2.564941469962297e-15,Not Significant,welch_ttest,10.456943544070791,11.10560863527079,14.590922540712953,Not Significant
LOC728730,LOC728730,-0.8797533555994113,5.180959241856205e-16,2.5803635995787283e-15,Not Significant,welch_ttest,7.363521898399786,8.243275253999197,14.588319093197768,Not Significant
SEC14L4,SEC14L4,1.1710120119222234,5.219176794039963e-16,2.5986171545099873e-15,Upregulated,welch_ttest,7.557013614673376,6.386001602751152,14.585257698925675,Transcriptional Driver
MAP4K5,MAP4K5,0.5937647704238334,5.239183281184779e-16,2.6077952207158104e-15,Not Significant,welch_ttest,10.085282250072245,9.491517479648412,14.583726514935849,Not Significant
IL2RG,IL2RG,1.4210047061997635,5.259323154522606e-16,2.6170341507198323e-15,Upregulated,welch_ttest,8.812768654566423,7.391763948366659,14.58219061004166,Transcriptional Driver
EXOC3,EXOC3,0.8848723687183462,5.261315234066791e-16,2.6172399214169637e-15,Not Significant,welch_ttest,10.285742028753557,9.40086966003521,14.582156463920493,Not Significant
UNC5B,UNC5B,1.0756326765510078,5.296675419662389e-16,2.634039545830906e-15,Upregulated,welch_ttest,10.297885850105962,9.222253173554954,14.579377709098145,Transcriptional Driver
HSF4,HSF4,1.9318636237245084,5.3818320789191765e-16,2.6755854833127423e-15,Upregulated,welch_ttest,8.407800256777914,6.475936633053406,14.57258116902613,Transcriptional Driver
MSMO1,MSMO1,-0.6085290418223668,5.384218143801795e-16,2.675969329263602e-15,Not Significant,welch_ttest,11.239303358857908,11.847832400680275,14.572518868560383,Not Significant
LINC01158,LINC01158,1.0831260826352462,5.39226064591044e-16,2.6791633655737213e-15,Upregulated,welch_ttest,10.592621218361083,9.509495135725837,14.572000803896808,Transcriptional Driver
FBXL18,FBXL18,-1.5219411585492626,5.405154396424532e-16,2.6847651256057144e-15,Downregulated,welch_ttest,5.124892926156115,6.646834084705378,14.571093702186081,Transcriptional Driver
ADCK1,ADCK1,-0.8718649191143131,5.413566730793882e-16,2.6881382568602143e-15,Not Significant,welch_ttest,7.705037533630967,8.57690245274528,14.570548398323812,Not Significant
FGD6,FGD6,0.795946107751945,5.474811918864008e-16,2.7177359764899774e-15,Not Significant,welch_ttest,8.753271527544102,7.9573254197921575,14.565792736537675,Not Significant
IRF1,IRF1,0.9665012562089359,5.501841250892844e-16,2.7303360652440393e-15,Not Significant,welch_ttest,10.047785973861176,9.08128471765224,14.563783894241874,Not Significant
PKN1,PKN1,0.7363348610190279,5.548012327793445e-16,2.752425026774845e-15,Not Significant,welch_ttest,8.88816971908365,8.151834858064623,14.560284501929845,Not Significant
USP51,USP51,-0.688813765662367,5.565971478080226e-16,2.7605087378573183e-15,Not Significant,welch_ttest,8.139194952627845,8.828008718290212,14.559010873846352,Not Significant
ESPN,ESPN,-1.9460638168853759,5.617833688430249e-16,2.78539720556739e-15,Downregulated,welch_ttest,7.492824352653074,9.43888816953845,14.55511286444511,Transcriptional Driver
PLCL2,PLCL2,-0.6741055635027813,5.642801742880347e-16,2.796940295873129e-15,Not Significant,welch_ttest,9.863044711339217,10.537150274841999,14.55331680407881,Not Significant
THBS3,THBS3,0.5806451848803924,5.695146684722877e-16,2.8220422006188077e-15,Not Significant,welch_ttest,9.22355295324451,8.642907768364118,14.54943649612425,Not Significant
GRIK5,GRIK5,-1.0274844752767622,5.722823351814021e-16,2.8349092074417828e-15,Downregulated,welch_ttest,7.449635340365991,8.477119815642753,14.547460845532429,Transcriptional Driver
ADGRF3,ADGRF3,-1.841301919896913,5.769118364679096e-16,2.856988724204881e-15,Downregulated,welch_ttest,4.639903978065623,6.4812058979625355,14.544091473661801,Transcriptional Driver
LOC100128108,LOC100128108,0.7853123248298717,5.794635705131907e-16,2.868768587371962e-15,Not Significant,welch_ttest,7.581432274883152,6.7961199500532805,14.542304483221697,Not Significant
NFKBIE,NFKBIE,1.1368301549616682,5.817096027801215e-16,2.8790284221177354e-15,Upregulated,welch_ttest,9.529272268808256,8.392442113846588,14.54075404769296,Transcriptional Driver
IGSF5,IGSF5,-1.8747288234580965,5.853506251988631e-16,2.896184233302641e-15,Downregulated,welch_ttest,4.562588788262382,6.437317611720479,14.538173815070953,Transcriptional Driver
P2RY13,P2RY13,1.4447812920714505,5.903307390871135e-16,2.9199533574177635e-15,Upregulated,welch_ttest,8.273427182300678,6.828645890229227,14.534624085804278,Transcriptional Driver
