gene,gene,log2FC,pvalue,adj_pvalue,regulation,test_type,mean_tumor,mean_normal,neg_log10_pval,mechanistic_note
PRO2958,PRO2958,-0.6355323429430011,0.017671435517520172,0.028840673381285997,Not Significant,welch_ttest,3.5892579566940097,4.224790299637011,1.5399946037874686,Not Significant
NUP62CL,NUP62CL,-0.28684583867078217,0.017675379150600072,0.02884427030678634,Not Significant,welch_ttest,7.792512286791858,8.07935812546264,1.5399404432111112,Not Significant
PRR32,PRR32,-0.4862568842040256,0.017678613702417537,0.02884670949572707,Not Significant,welch_ttest,4.383688177630818,4.869945061834843,1.5399037190541793,Not Significant
LINC00174,LINC00174,-0.3743711733344668,0.01768564302080463,0.02885533962654406,Not Significant,welch_ttest,5.011150153654182,5.385521326988648,1.5397738096912752,Not Significant
HOMER3,HOMER3,0.18859782419644233,0.017690670420201823,0.02886070211226471,Not Significant,welch_ttest,9.601350323056181,9.412752498859739,1.5396931077618186,Not Significant
MGARP,MGARP,0.6142089536783937,0.017700927896338592,0.028874595092610568,Not Significant,welch_ttest,7.943717446675864,7.32950849299747,1.5394840971527124,Not Significant
OR3A1,OR3A1,0.345672318286085,0.017750532793620193,0.02895266440907258,Not Significant,welch_ttest,2.77380248322048,2.428130164934395,1.538311463545785,Not Significant
RANBP17,RANBP17,-0.32120414036699074,0.017792967084746886,0.029019023634182902,Not Significant,welch_ttest,7.0804207025084445,7.401624842875435,1.5373172038011087,Not Significant
LRRC4B,LRRC4B,0.4303856574406315,0.01785182664679082,0.029112155582157156,Not Significant,welch_ttest,3.0011088063472346,2.570723148906603,1.5359256364444995,Not Significant
RIMS3,RIMS3,-0.3228742599746708,0.01788481739330152,0.029163087370273327,Not Significant,welch_ttest,7.054431729554222,7.377305989528892,1.535166501036609,Not Significant
ABCC12,ABCC12,-0.5980284126286541,0.01789141838467603,0.02917098208456373,Not Significant,welch_ttest,3.9178610877122093,4.5158895003408634,1.5350489494615003,Not Significant
PRKCG,PRKCG,-0.3770555466963019,0.01790781837276188,0.02919485040515162,Not Significant,welch_ttest,5.835339016762476,6.212394563458778,1.5346937457383873,Not Significant
APOA5,APOA5,0.3624774459549034,0.017918540134971586,0.02920945781514393,Not Significant,welch_ttest,4.7867476488865215,4.424270202931618,1.5344765043094535,Not Significant
LINC01227,LINC01227,0.3764670444730833,0.01793653566624924,0.02923591833920688,Not Significant,welch_ttest,2.535464607390347,2.1589975629172637,1.534083259843249,Not Significant
COX17,COX17,0.24125634385825023,0.017952400196632197,0.029258900546560683,Not Significant,welch_ttest,7.996095447122684,7.754839103264434,1.533741997265147,Not Significant
/KRTAP21-1,/KRTAP21-1,0.5468414239796164,0.01796342517048356,0.029273991480894185,Not Significant,welch_ttest,4.604043562127671,4.057202138148055,1.5335180578893188,Not Significant
LOC102723380,LOC102723380,-0.3976001300318952,0.018029251227107235,0.029378376938126578,Not Significant,welch_ttest,5.536742466210823,5.934342596242718,1.531972201271645,Not Significant
OR5I1,OR5I1,-0.4786347733443188,0.018060537030322423,0.02942646461898052,Not Significant,welch_ttest,4.926561133388898,5.4051959067332165,1.5312619121680748,Not Significant
KANK3,KANK3,0.4280114929308665,0.01809119983992655,0.02947352789092878,Not Significant,welch_ttest,8.344737895678277,7.91672640274741,1.5305678773206544,Not Significant
POLE,POLE,0.2190317198035716,0.018147536347688523,0.029562404464990737,Not Significant,welch_ttest,7.584975990183868,7.365944270380297,1.5292602453986845,Not Significant
DLEU7,DLEU7,0.5670490476432497,0.018175724573526522,0.029605414424704758,Not Significant,welch_ttest,2.6343850883158444,2.0673360406725947,1.5286288551662501,Not Significant
PTPN5,PTPN5,0.48096355914754163,0.01821414813604798,0.02966508606047893,Not Significant,welch_ttest,5.735377646929702,5.254414087782161,1.527754387406187,Not Significant
ARMC2,ARMC2,-0.24997600636201156,0.01824050986736197,0.02970510299586106,Not Significant,welch_ttest,6.530406156764595,6.780382163126607,1.5271689374648207,Not Significant
PCBP3,PCBP3,-0.5463401484069754,0.018256232917144177,0.029724869072596527,Not Significant,welch_ttest,5.541733956248971,6.088074104655947,1.5268800496167252,Not Significant
HYI-AS1,HYI-AS1,-0.4513694247581874,0.018255447719612905,0.029724869072596527,Not Significant,welch_ttest,4.850878532827534,5.302247957585721,1.5268800496167252,Not Significant
MYBL2,MYBL2,0.4603661656985327,0.018277346805355088,0.02975632463008517,Not Significant,welch_ttest,5.194946790487599,4.734580624789066,1.526420711951638,Not Significant
LOC101927391,LOC101927391,-0.28370375182430774,0.018285710329782347,0.029767017895708524,Not Significant,welch_ttest,7.263906217217611,7.547609969041919,1.5262646714436072,Not Significant
CDH10,CDH10,-0.30417311547697423,0.01830634852721053,0.029797688845587134,Not Significant,welch_ttest,5.4575952026429775,5.761768318119952,1.5258174191630878,Not Significant
ATCAY,ATCAY,-0.474047837622682,0.01833398330926881,0.0298397411669458,Not Significant,welch_ttest,4.620246412176904,5.094294249799586,1.525204948299057,Not Significant
PXN-AS1,PXN-AS1,-0.4317087525507217,0.01833661907322713,0.029841101711239285,Not Significant,welch_ttest,6.069448834419696,6.501157586970418,1.5251851470747226,Not Significant
CEACAM5,CEACAM5,0.4063680293293599,0.018341385463070715,0.02984592903893537,Not Significant,welch_ttest,6.661672996462124,6.255304967132764,1.5251148979181146,Epithelial Lineage Marker (High Baseline in Normal & Adenoma)
LASP1,LASP1,0.2086605054236852,0.018344748737339756,0.029848472430332985,Not Significant,welch_ttest,12.27547621955587,12.066815714132185,1.5250778900640183,Not Significant
LOC100506858,LOC100506858,-0.5391169390704267,0.018374462661198233,0.02989388587210938,Not Significant,welch_ttest,4.981349252826413,5.52046619189684,1.5244176278471595,Not Significant
NABP1,NABP1,0.2254220155055151,0.018422593430524232,0.029969250302010576,Not Significant,welch_ttest,9.856001843189556,9.630579827684041,1.5233241210440875,Not Significant
GMPPA,GMPPA,0.23121997868283195,0.01844604519325362,0.03000445691201266,Not Significant,welch_ttest,8.839616662027293,8.608396683344461,1.5228142296627785,Not Significant
HIST1H4I,HIST1H4I,0.4103902984799541,0.018452800857365073,0.03001250129636187,Not Significant,welch_ttest,6.084985690401649,5.674595391921695,1.5226978081759728,Not Significant
MGC12916,MGC12916,0.48246941511819585,0.01846267389744949,0.03002561385185998,Not Significant,welch_ttest,5.457354665702332,4.974885250584136,1.5225081049991502,Not Significant
ZNF517,ZNF517,0.5890858963105305,0.01847543980408091,0.03004342800624377,Not Significant,welch_ttest,4.673959152902435,4.084873256591904,1.5222505151013876,Not Significant
PPIEL,PPIEL,0.2803803163403238,0.01858219414268977,0.030214060889065055,Not Significant,welch_ttest,7.196514295487408,6.916133979147085,1.5197908999108174,Not Significant
SLC44A2,SLC44A2,-0.20120704312559035,0.018599401969441275,0.030239074784598582,Not Significant,welch_ttest,9.536030303443619,9.73723734656921,1.5194315009383728,Not Significant
EPPK1,EPPK1,0.40681057055489234,0.01861939955559563,0.030268618946149187,Not Significant,welch_ttest,8.960963938103275,8.554153367548382,1.5190073939674265,Not Significant
LOC101929926,LOC101929926,-0.46797471759195286,0.01867516660601502,0.03035630022820873,Not Significant,welch_ttest,3.3402624856075698,3.8082372031995226,1.5177511605889964,Not Significant
LOC100996549,LOC100996549,-0.45588043165448466,0.01870208110587041,0.030397069379014936,Not Significant,welch_ttest,3.125462802532582,3.5813432341870666,1.5171682852686887,Not Significant
PRMT2,PRMT2,0.2812540616271324,0.018730808915114795,0.030440777476240275,Not Significant,welch_ttest,10.363061326778789,10.081807265151657,1.5165442596107623,Not Significant
LOC100506114,LOC100506114,0.5132872558894928,0.01873568601322509,0.0304457193079753,Not Significant,welch_ttest,4.157993864873326,3.6447066089838334,1.516473760883751,Not Significant
OR1A1,OR1A1,-0.43974757574106693,0.018742757476643127,0.030454225692154356,Not Significant,welch_ttest,3.31598016078514,3.755727736526207,1.5163524380899807,Not Significant
LOC100506286,LOC100506286,0.4450249278390799,0.018774263191850334,0.030502428586073348,Not Significant,welch_ttest,3.041894069426758,2.5968691415876783,1.5156655809961255,Not Significant
PLPPR4,PLPPR4,-0.4527385716060479,0.01879470505891954,0.030532648430029983,Not Significant,welch_ttest,5.76161146174471,6.214350033350758,1.5152355229643042,Not Significant
NFIC,NFIC,-0.19874656733274598,0.01881246953431432,0.030558513263341965,Not Significant,welch_ttest,11.57515080529088,11.773897372623626,1.5148677789325147,Not Significant
/LOC644450,/LOC644450,-0.5059820337836731,0.01881794116788509,0.03056440679501712,Not Significant,welch_ttest,4.55953978980455,5.065521823588223,1.5147840287356678,Not Significant
LYG2,LYG2,0.5548923338005651,0.018823303027414216,0.030570120892793387,Not Significant,welch_ttest,4.2205548866385705,3.6656625528380054,1.5147028438068109,Not Significant
RFESD,RFESD,0.19258890477484947,0.01884646456554977,0.030604738736220882,Not Significant,welch_ttest,7.460293534967968,7.267704630193118,1.5142113235950143,Not Significant
LINC00210,LINC00210,0.4562383374303778,0.01896154228221927,0.030788597692605574,Not Significant,welch_ttest,4.717016537273498,4.26077819984312,1.5116100911628072,Not Significant
STAM-AS1,STAM-AS1,-0.6062361182003126,0.01897268724822752,0.030803677494674137,Not Significant,welch_ttest,4.100243587457423,4.706479705657736,1.5113974321909633,Not Significant
SLC30A10,SLC30A10,0.7038919297857418,0.019052333149271027,0.030926932016341654,Not Significant,welch_ttest,3.862712131570923,3.1588202017851814,1.5096631603220505,Not Significant
C1QTNF9B-AS1,C1QTNF9B-AS1,-0.3667258406767342,0.019051842481058817,0.030926932016341654,Not Significant,welch_ttest,6.3663820823678074,6.733107923044542,1.5096631603220505,Not Significant
LINC00928,LINC00928,0.4691498033320878,0.019094648339556573,0.030992586340660593,Not Significant,welch_ttest,5.652686542920942,5.183536739588854,1.5087421802431684,Not Significant
MORN1,MORN1,0.42850984184346697,0.019106383083654924,0.03100721089607561,Not Significant,welch_ttest,6.242413107844809,5.813903266001342,1.5085372968687738,Not Significant
EN1,EN1,0.5703418463521812,0.01910739889778073,0.03100721089607561,Not Significant,welch_ttest,4.987008339190861,4.416666492838679,1.5085372968687738,Not Significant
CPN1,CPN1,-0.3911959221361885,0.019156283179804015,0.031083497271594304,Not Significant,welch_ttest,5.734931529941114,6.126127452077302,1.50747012370936,Not Significant
LINC01146,LINC01146,0.670491447349304,0.01915908255637063,0.031084997434643803,Not Significant,welch_ttest,2.9066099429878145,2.2361184956385105,1.507449164136909,Not Significant
PALM2,PALM2,0.3473563990775519,0.019196888839802667,0.031143289331108437,Not Significant,welch_ttest,6.369144298175197,6.021787899097645,1.506635519484459,Not Significant
DHX9,DHX9,0.21780598423064212,0.019205499936187774,0.031154210834751325,Not Significant,welch_ttest,10.053652901791956,9.835846917561314,1.506483245354609,Not Significant
ADRA1A,ADRA1A,0.6819474365733074,0.019207475322443237,0.031154367134230962,Not Significant,welch_ttest,5.198334773524129,4.516387336950822,1.506481066521333,Not Significant
RPTOR,RPTOR,0.2569297419350818,0.019223089511363024,0.031176643265029728,Not Significant,welch_ttest,7.538068344000909,7.281138602065827,1.5061706463618019,Not Significant
GOLGA8A,GOLGA8A,0.36029419435731036,0.019239554745678133,0.031199647817467997,Not Significant,welch_ttest,11.930725991453153,11.570431797095843,1.5058503082826318,Not Significant
CRLF1,CRLF1,0.5969814210611313,0.01924103733013331,0.031199647817467997,Not Significant,welch_ttest,5.553286981755743,4.956305560694612,1.5058503082826318,Not Significant
LOC255654,LOC255654,-0.3011391299505535,0.019253982648442206,0.031217585792213155,Not Significant,welch_ttest,3.444647609742859,3.7457867396934126,1.5056006860801634,Not Significant
ADM2,ADM2,-0.37006161380220526,0.01926004663024756,0.031224364244598075,Not Significant,welch_ttest,6.93508772517008,7.305149338972285,1.5055063954798076,Not Significant
LOC84843,LOC84843,0.48538858689745146,0.019289958631654995,0.03126979997192411,Not Significant,welch_ttest,3.6695036345278758,3.1841150476304243,1.504874896862837,Not Significant
OLFM3,OLFM3,-0.6668574768548994,0.019325744441084883,0.03132474756410083,Not Significant,welch_ttest,2.4151985350917267,3.082056011946626,1.50411242015695,Not Significant
LOC101928259,LOC101928259,-0.5645295915727702,0.019358065557960824,0.031374069105668666,Not Significant,welch_ttest,3.1079446264683153,3.6724742180410854,1.5034291511927849,Not Significant
/MIR1302-11,/MIR1302-11,-0.5024328359857533,0.019440634788803007,0.03150481133792922,Not Significant,welch_ttest,4.032720003449225,4.5351528394349785,1.5016231167516512,Not Significant
LOC100506885,LOC100506885,-0.5626644117295374,0.01945823691512107,0.031530254891781406,Not Significant,welch_ttest,4.240261219069576,4.8029256307991135,1.5012725183847722,Not Significant
IGFBP1,IGFBP1,0.8813919743520371,0.01946745674371139,0.03154211206984607,Not Significant,welch_ttest,8.126480641305909,7.245088666953872,1.5011092295369561,Not Significant
RPGR,RPGR,0.19158555933115728,0.01948551949708429,0.031568293263793,Not Significant,welch_ttest,8.192899246347473,8.001313687016316,1.5007488975551553,Not Significant
USO1,USO1,0.2734098983704385,0.019565715789907765,0.03169512142615249,Not Significant,welch_ttest,11.728475780217222,11.455065881846783,1.4990075800773037,Not Significant
C2orf82,C2orf82,0.5286632040687023,0.0195735932079279,0.03170478462167298,Not Significant,welch_ttest,5.937893367995866,5.409230163927163,1.498875192735233,Not Significant
LOC554206,LOC554206,0.23899492711112202,0.019588926617843696,0.03172652176651836,Not Significant,welch_ttest,6.41033362627039,6.171338699159268,1.4985775377454258,Not Significant
LOC105372550,LOC105372550,-0.5311799062964608,0.01963262995110266,0.03179419853382322,Not Significant,welch_ttest,4.10361961661319,4.634799522909651,1.4976521182106417,Not Significant
ZNF100,ZNF100,0.18254212987445229,0.019650976199711026,0.031820801385995585,Not Significant,welch_ttest,6.5921136730467405,6.409571543172288,1.4972888871302552,Not Significant
CTD-2194D22.4,CTD-2194D22.4,-0.572063193783972,0.019697907600985377,0.03189368242425172,Not Significant,welch_ttest,3.8201497400415,4.392212933825472,1.4962953344978867,Not Significant
SULT1A1,SULT1A1,-0.21246600264171356,0.019732179376036347,0.031946053515738954,Not Significant,welch_ttest,10.877785925382195,11.090251928023909,1.4955827851487566,Not Significant
RRP9,RRP9,-0.28559987132718145,0.019800897076856585,0.03205417628727614,Not Significant,welch_ttest,6.469150515755484,6.754750387082665,1.494115378926468,Not Significant
/WSB1,/WSB1,-0.19475213702864913,0.019824990031614947,0.03209004536992833,Not Significant,welch_ttest,8.293599340401643,8.488351477430292,1.4936296688846895,Not Significant
FDXACB1,FDXACB1,0.2827041416408589,0.019829237958039946,0.032093788104676134,Not Significant,welch_ttest,6.817849967080329,6.5351458254394705,1.4935790190882519,Not Significant
LINC00842,LINC00842,0.3835479554361001,0.019832337313274627,0.0320956713181155,Not Significant,welch_ttest,2.61214743043196,2.22859947499586,1.49355353611293,Not Significant
MGC40069,MGC40069,0.6569359636574763,0.019850152841268193,0.03212136776383239,Not Significant,welch_ttest,4.5681680430443095,3.911232079386833,1.4932059702539444,Not Significant
PUM1,PUM1,-0.22204651628209682,0.01985433224852981,0.0321249954797135,Not Significant,welch_ttest,12.268314551472837,12.490361067754934,1.493156924769929,Not Significant
PRB4,PRB4,-0.3301467447978217,0.019918099017160715,0.03222502748873191,Not Significant,welch_ttest,4.575308055288372,4.9054548000861935,1.4918067035106497,Not Significant
CNPY1,CNPY1,0.614413130269464,0.01996809212801539,0.03230275807225048,Not Significant,welch_ttest,4.332793913723618,3.7183807834541542,1.490760395179061,Not Significant
DZIP3,DZIP3,0.19563869416087343,0.02000725990922327,0.032362962858041154,Not Significant,welch_ttest,10.72363793571826,10.527999241557387,1.4899517251934349,Not Significant
GP9,GP9,0.3538936190084483,0.020022068750720306,0.03238375767114844,Not Significant,welch_ttest,4.730805956271795,4.376912337263347,1.4896727590057603,Not Significant
VNN3,VNN3,0.4974226893293583,0.020101407554371623,0.032508909212981024,Not Significant,welch_ttest,4.019417247471475,3.521994558142117,1.4879976023504038,Not Significant
LCN6,LCN6,-0.4242246336436093,0.02013126437920438,0.03255401964373438,Not Significant,welch_ttest,5.288049788461633,5.712274422105242,1.487395378791275,Not Significant
BICDL2,BICDL2,0.22142288617692607,0.02013379614119033,0.03255493856260344,Not Significant,welch_ttest,8.198220453074287,7.9767975668973605,1.4873831199130754,Not Significant
ADAMTS3,ADAMTS3,0.3003887830265022,0.02020574516100532,0.03266808920228847,Not Significant,welch_ttest,7.15474872297833,6.854359939951828,1.4858762672133026,Not Significant
SDHAF4,SDHAF4,0.212904324932234,0.020216398768143542,0.03268212671371099,Not Significant,welch_ttest,8.472546354107271,8.259642029175037,1.4856896905124066,Not Significant
KCNF1,KCNF1,-0.4171469654780413,0.020278604058128123,0.03277949256934428,Not Significant,welch_ttest,5.618044208177077,6.035191173655118,1.4843977736465273,Not Significant
PAGE4,PAGE4,0.5407703116817357,0.02030101286655103,0.03281251640937961,Not Significant,welch_ttest,5.519926429798914,4.979156118117178,1.483960462061359,Not Significant
LOC101928222,LOC101928222,-0.3801201702672925,0.020305095284926217,0.032815915764117035,Not Significant,welch_ttest,3.490619271083546,3.8707394413508385,1.483915471774164,Not Significant
LOC101928647,LOC101928647,-0.4850888926133159,0.02030972812586854,0.032820203930497116,Not Significant,welch_ttest,4.629298295316304,5.11438718792962,1.4838587247571964,Not Significant
ALS2CR11,ALS2CR11,0.7109470324490168,0.020338254862116104,0.03286309966025582,Not Significant,welch_ttest,4.207947424058366,3.4970003916093493,1.4832914761457086,Not Significant
PLCD3,PLCD3,-0.38806243527997,0.020396253136508623,0.03295360329402777,Not Significant,welch_ttest,6.207632106583389,6.595694541863359,1.4820970907769895,Not Significant
HPR,HPR,-0.6737219980979905,0.020412492191460147,0.032976626769405555,Not Significant,welch_ttest,4.333560831558277,5.007282829656267,1.4817937710795568,Not Significant
IGHV7-81,IGHV7-81,0.5742447964697233,0.020457002168746102,0.03304531332402673,Not Significant,welch_ttest,3.8164433562944353,3.242198559824712,1.4808901259466531,Not Significant
PMCHL1,PMCHL1,0.4532251557249607,0.020502556718327326,0.033115673686299765,Not Significant,welch_ttest,5.726763155845671,5.27353800012071,1.4799664054890096,Not Significant
DPYSL4,DPYSL4,0.6955717622266535,0.020612561734622278,0.033290110418862005,Not Significant,welch_ttest,5.119921442547308,4.424349680320654,1.4776847643439954,Not Significant
/CELA2B,/CELA2B,0.6095384730431181,0.02065304071751283,0.033352236787412365,Not Significant,welch_ttest,4.546440603799376,3.936902130756258,1.476875034555376,Not Significant
GPR83,GPR83,-0.40584582882175546,0.020656698506302907,0.0333548949390828,Not Significant,welch_ttest,5.413558266639184,5.819404095460939,1.4768404229456946,Not Significant
MCF2L2,MCF2L2,0.6212070230810589,0.02068224832693247,0.03339289874968745,Not Significant,welch_ttest,3.57139336668733,2.950186343606271,1.476345879347824,Not Significant
HSD17B6,HSD17B6,-0.5367736451492924,0.020695233764565408,0.033410611082424,Not Significant,welch_ttest,5.699107202159366,6.235880847308659,1.4761155810126405,Not Significant
POU3F1,POU3F1,0.5295903654498675,0.02072593097920642,0.03345691126815718,Not Significant,welch_ttest,4.6837176474439675,4.1541272819941,1.4755141554571034,Not Significant
TGM4,TGM4,-0.4135768660083867,0.02073133671257518,0.033462379545803785,Not Significant,welch_ttest,4.910568826047003,5.32414569205539,1.4754431791277423,Not Significant
OR7A5,OR7A5,-0.502015221425677,0.020740133258714634,0.03347331932536637,Not Significant,welch_ttest,3.706189275120515,4.208204496546192,1.4753012194255295,Not Significant
CYP1A1,CYP1A1,-0.5761185922458409,0.02076218748784528,0.0335056519903129,Not Significant,welch_ttest,3.7611564193154345,4.3372750115612755,1.4748819266598632,Not Significant
/DAZAP2,/DAZAP2,0.31834417061191456,0.020794078127589693,0.033553850642864924,Not Significant,welch_ttest,7.272701697504177,6.954357526892262,1.474257632961846,Not Significant
LOC100128175,LOC100128175,0.5130074706514627,0.020822128795966455,0.03359584424261618,Not Significant,welch_ttest,3.211754597742994,2.6987471270915315,1.473714440887605,Not Significant
TNF,TNF,-0.3966425408148391,0.020825066743642543,0.03359731503450358,Not Significant,welch_ttest,5.625652412847477,6.022294953662316,1.4736954283331216,Not Significant
ST7-AS1,ST7-AS1,-0.29382743978425463,0.020834916615688197,0.033609935540777416,Not Significant,welch_ttest,6.470467281004279,6.764294720788533,1.4735323204466642,Not Significant
LOC101928304,LOC101928304,-0.3789512263908126,0.02085085794775865,0.03363237910048044,Not Significant,welch_ttest,6.295933067606682,6.674884293997494,1.4732424103045982,Not Significant
NLRP9,NLRP9,0.4758426121699273,0.020857235718041236,0.033639393794272734,Not Significant,welch_ttest,5.494211605416851,5.0183689932469235,1.473151839098097,Not Significant
B4GALNT2,B4GALNT2,-0.507388349906722,0.020862774454311485,0.033645054027087284,Not Significant,welch_ttest,4.846218743574536,5.353607093481258,1.4730787699725252,Not Significant
NKAIN3,NKAIN3,-0.4177513217340669,0.020896902405709083,0.03369681403293684,Not Significant,welch_ttest,5.119002821503759,5.536754143237826,1.4724111588712008,Not Significant
SVIL,SVIL,-0.229452818243832,0.02090180399629793,0.033701440266324975,Not Significant,welch_ttest,10.870922141095095,11.100374959338927,1.4723515387028001,Not Significant
LRRC38,LRRC38,-0.4373362322760945,0.02096908775774604,0.03380663895599274,Not Significant,welch_ttest,4.641012386629558,5.078348618905652,1.470998004490781,Not Significant
CYP4F8,CYP4F8,-0.5230984274205426,0.020987503342501303,0.0338330389322967,Not Significant,welch_ttest,3.7446896652708537,4.267788092691396,1.470658991503986,Not Significant
SLC26A10,SLC26A10,0.3485721902627974,0.021001590251125427,0.03385245638378957,Not Significant,welch_ttest,6.44335762625762,6.094785435994822,1.4704098127921235,Not Significant
PKD2L2,PKD2L2,0.479916276325123,0.021027947056317435,0.03389164597975533,Not Significant,welch_ttest,4.895423802525351,4.415507526200228,1.4699073387292685,Not Significant
B3GAT1,B3GAT1,-0.5024348032978239,0.021101234181085476,0.03400573717195683,Not Significant,welch_ttest,4.395650051605475,4.898084854903299,1.468447806136344,Not Significant
LOC100996843,LOC100996843,-0.5702258604749844,0.02110283653572158,0.03400573717195683,Not Significant,welch_ttest,2.5461527273772124,3.116378587852197,1.468447806136344,Not Significant
LOC101929034,LOC101929034,0.5110768909725438,0.02117404083695115,0.03411716200939262,Not Significant,welch_ttest,4.934261186065599,4.423184295093055,1.4670271022091446,Not Significant
LOC101929787,LOC101929787,0.18070162340125506,0.02122054269934993,0.034188766684989005,Not Significant,welch_ttest,8.88269243715464,8.701990813753385,1.4661165655258546,Not Significant
LENEP,LENEP,-0.48374969710233806,0.02131843053416501,0.034343138190483465,Not Significant,welch_ttest,5.839598732230073,6.323348429332411,1.4641600226131022,Not Significant
KCP,KCP,0.4649968901031061,0.021331536241403087,0.03436091235620938,Not Significant,welch_ttest,7.1820229448352295,6.717026054732123,1.4639353132340776,Not Significant
HIST1H1E,HIST1H1E,0.46358726407241235,0.02136237752121687,0.0344072488150161,Not Significant,welch_ttest,5.359857996341184,4.896270732268771,1.4633500519424145,Not Significant
ACVR2B-AS1,ACVR2B-AS1,-0.21920370005591483,0.021422030551961457,0.0344999773240914,Not Significant,welch_ttest,6.812537849273589,7.031741549329504,1.462181190376732,Not Significant
LOC101929988,LOC101929988,-0.519286144867384,0.02146194391521605,0.034560900360750005,Not Significant,welch_ttest,4.453022422776865,4.972308567644249,1.4614149520550637,Not Significant
KCNA3,KCNA3,0.5113699276647479,0.021484288344196377,0.034593522457684364,Not Significant,welch_ttest,4.853848694133638,4.34247876646889,1.4610052140466996,Not Significant
TMEM86B,TMEM86B,0.18817654865141975,0.021497741400058844,0.03461182291833129,Not Significant,welch_ttest,7.230608832594173,7.042432283942754,1.4607755268970344,Not Significant
/KIR3DL1,/KIR3DL1,0.39177884359553694,0.021590031694766167,0.03475703713945267,Not Significant,welch_ttest,6.112383983370342,5.720605139774805,1.4589572520400975,Not Significant
GOLGA6A,GOLGA6A,0.41607231886663865,0.02165812607119981,0.03486327478257212,Not Significant,welch_ttest,5.7799113532126976,5.363839034346059,1.4576318210928554,Not Significant
LOC101927071,LOC101927071,-0.47653251488784765,0.021667836282960217,0.034875519422529894,Not Significant,welch_ttest,4.706512303341909,5.183044818229757,1.4574793154557328,Not Significant
LINC00557,LINC00557,-0.4912918212045989,0.02169125196548042,0.03490981921837171,Not Significant,welch_ttest,3.740407401682768,4.231699222887367,1.4570524001880236,Not Significant
GNAI1,GNAI1,-0.23112010694301155,0.021708392850787853,0.03493401470116108,Not Significant,welch_ttest,10.70643310090074,10.937553207843752,1.456751501325717,Not Significant
LOC101929454,LOC101929454,-0.5999720770812176,0.021783853445377213,0.035052046790018845,Not Significant,welch_ttest,3.6652676891550695,4.265239766236287,1.4552866172506094,Not Significant
AGBL1,AGBL1,-0.5064663365181579,0.02187089724393547,0.03518869250892286,Not Significant,welch_ttest,4.362972361842707,4.869438698360865,1.4535968697578527,Not Significant
RAB39A,RAB39A,0.311805320213451,0.021873923450136824,0.035190146594534115,Not Significant,welch_ttest,6.121575397940769,5.809770077727318,1.4535789239842276,Not Significant
FAM230C,FAM230C,0.5322654892400913,0.02188640577600291,0.03520681165869101,Not Significant,welch_ttest,3.9607699343056635,3.428504445065572,1.453373303010859,Not Significant
SLC9A7,SLC9A7,0.18596215193420562,0.021995600738333437,0.03537903184338071,Not Significant,welch_ttest,8.735660824990704,8.549698673056499,1.4512540558477314,Not Significant
SLC30A1,SLC30A1,-0.18988137338105027,0.022009166274029345,0.03539741748214245,Not Significant,welch_ttest,11.927506017782017,12.117387391163067,1.4510284219902494,Not Significant
METTL21C,METTL21C,-0.5008709412596479,0.022042165844540055,0.0354463182898769,Not Significant,welch_ttest,4.262932640331874,4.763803581591522,1.4504288670937948,Not Significant
PSG6,PSG6,-0.2892943116985496,0.022043847279066386,0.0354463182898769,Not Significant,welch_ttest,6.260543428527773,6.549837740226322,1.4504288670937948,Not Significant
TMEM214,TMEM214,0.17992275400308344,0.02205665975510969,0.03546348125870041,Not Significant,welch_ttest,10.04597242333946,9.866049669336377,1.4502186342953345,Not Significant
ZNF749,ZNF749,0.5519616783752808,0.022083262846033912,0.03550281178970642,Not Significant,welch_ttest,4.690380970830202,4.1384192924549215,1.449737249863336,Not Significant
MRGPRX1,MRGPRX1,0.5108646442864204,0.02210351205387386,0.03553192067609352,Not Significant,welch_ttest,4.76083667019277,4.24997202590635,1.449381316110901,Not Significant
LIPJ,LIPJ,0.3333788192405578,0.022136507571374708,0.035581511927619255,Not Significant,welch_ttest,6.4664870842677145,6.133108265027157,1.4487756018431193,Not Significant
NPTXR,NPTXR,-0.24065878576891642,0.022162017689293316,0.035619062939946024,Not Significant,welch_ttest,7.047260039196908,7.287918824965824,1.4483175100654682,Not Significant
LENG8,LENG8,0.19553656040322664,0.022229682895944874,0.03572088994134193,Not Significant,welch_ttest,9.30080121307938,9.105264652676153,1.4470777297443131,Not Significant
MAGEB3,MAGEB3,-0.576131369154127,0.0222286936463346,0.03572088994134193,Not Significant,welch_ttest,3.642394509862272,4.218525879016399,1.4470777297443131,Not Significant
LOC100289045,LOC100289045,0.4529543374456675,0.022309307520497222,0.03584536473397073,Not Significant,welch_ttest,3.666735344680046,3.2137810072343784,1.4455669962196396,Not Significant
C4orf36,C4orf36,0.509402464951501,0.02232485640987656,0.03586687202284432,Not Significant,welch_ttest,4.8090881178614815,4.2996856529099805,1.4453064968242513,Not Significant
LOC285692,LOC285692,0.5994136418465654,0.022365601067062445,0.03592885046913044,Not Significant,welch_ttest,3.111455461807325,2.5120418199607597,1.444556677671492,Not Significant
ARHGEF33,ARHGEF33,0.2618820920721747,0.022383092502035906,0.03595346577056339,Not Significant,welch_ttest,6.015753066994978,5.753870974922803,1.4442592390089724,Not Significant
MIEF2,MIEF2,0.1805997255788654,0.0223916319280997,0.03596369828227192,Not Significant,welch_ttest,7.9706677404378645,7.790068014858999,1.4441356545084,Not Significant
